"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
31,45.,"west coast","noon",1.,0.64,5,10,"night owl","curling",4,"senior"
32,25.62,"west coast","noon",0.96,0.12,5,9,"night owl","football",5,"sophomore"
33,72.01,"west coast","noon",0.92,1.,8,7,"night owl","football",5,"junior"
34,51.82,"west coast","noon",1.,0.8300000000000001,8,0,"night owl","football",3,"junior"
35,5.11,"west coast","noon",0.1,0.78,2,0,"night owl","martial arts",4,"frosh"
36,66.66,"west coast","noon",1.,1.,3,11,"early bird","table tennis",5,"junior"
37,31.220000000000002,"west coast","noon",1.,0.38,4,6,"night owl","football",3,"senior"
38,42.27,"west coast","noon",0.,1.,8,3,"early bird","martial arts",5,"frosh"
39,49.,"west coast","noon",1.,0.35000000000000003,7,10,"night owl","martial arts",2,"senior"
40,40.01,"west coast","noon",1.,0.44,1,6,"night owl","martial arts",4,"sophomore"
41,31.23,"west coast","noon",1.,0.,3,10,"early bird","martial arts",6,"sophomore"
42,31.28,"west coast","noon",0.,1.,4,4,"night owl","curling",5,"junior"
43,78.34,"west coast","noon",0.8200000000000001,1.,9,7,"night owl","basketball",4,"junior"
44,23.240000000000002,"west coast","noon",0.6,0.25,6,3,"night owl","frisbee",5,"sophomore"
45,6.3,"west coast","noon",0.,0.,2,12,"night owl","frisbee",3,"frosh"
46,66.99,"west coast","noon",0.93,1.,6,8,"night owl","football",3,"senior"
47,12.39,"west coast","noon",0.,0.19,1,12,"night owl","gymnastics",6,"junior"
48,33.01,"west coast","noon",0.06,0.9400000000000001,8,1,"early bird","table tennis",3,"frosh"
49,1.77,"west coast","noon",0.19,0.,0,12,"night owl","baseball",3,"senior"
50,23.11,"west coast","noon",0.,0.04,3,4,"night owl","baseball",5,"frosh"
51,22.81,"west coast","morning",0.,0.,2,5,"night owl","curling",2,"frosh"
52,57.78,"west coast","morning",0.64,1.,4,2,"night owl","frisbee",4,"junior"
53,32.74,"west coast","morning",0.27,0.8,7,10,"night owl","table tennis",4,"frosh"
54,77.04,"west coast","morning",1.,1.,9,9,"night owl","table tennis",5,"sophomore"
55,40.26,"west coast","morning",0.05,1.,7,5,"night owl","martial arts",5,"sophomore"
56,0.,"west coast","morning",0.24,0.01,1,0,"night owl","football",6,"sophomore"
57,11.53,"west coast","morning",0.48,0.66,2,0,"night owl","football",6,"junior"
58,14.34,"west coast","morning",0.27,0.,6,6,"night owl","football",3,"frosh"
59,53.4,"west coast","morning",0.92,0.74,8,4,"night owl","baseball",3,"senior"
60,22.240000000000002,"west coast","morning",0.01,1.,3,0,"night owl","martial arts",3,"senior"
61,16.41,"west coast","noon",0.,0.13,6,8,"early bird","frisbee",3,"senior"
62,17.94,"west coast","noon",0.09,0.06,7,5,"early bird","basketball",2,"sophomore"
63,12.36,"west coast","noon",0.,0.39,7,9,"night owl","curling",3,"junior"
64,47.01,"west coast","noon",0.86,0.19,9,9,"night owl","martial arts",2,"junior"
65,0.,"west coast","noon",0.54,0.4,0,1,"night owl","football",4,"junior"
66,65.61,"west coast","noon",0.87,0.9500000000000001,10,7,"night owl","table tennis",1,"junior"
67,11.68,"west coast","noon",0.,1.,0,1,"night owl","football",6,"sophomore"
68,5.64,"west coast","noon",0.9500000000000001,0.06,4,12,"night owl","gymnastics",4,"junior"
69,69.16,"west coast","noon",1.,1.,9,10,"night owl","football",5,"junior"
70,30.3,"west coast","noon",1.,0.25,5,0,"night owl","gymnastics",3,"sophomore"
71,23.62,"west coast","noon",0.,0.,9,4,"night owl","curling",1,"junior"
72,15.35,"west coast","noon",0.,0.,7,1,"early bird","curling",3,"junior"
73,9.200000000000001,"west coast","noon",0.05,0.39,6,2,"night owl","table tennis",4,"sophomore"
74,72.13,"west coast","noon",0.96,0.99,10,12,"early bird","football",5,"sophomore"
75,3.66,"west coast","noon",0.14,0.28,4,0,"night owl","football",5,"sophomore"
76,23.03,"west coast","noon",0.61,0.,6,2,"night owl","baseball",4,"sophomore"
77,31.54,"west coast","noon",1.,0.03,6,7,"night owl","baseball",2,"senior"
78,25.78,"west coast","noon",1.,0.06,5,3,"night owl","curling",6,"junior"
79,15.370000000000001,"west coast","noon",0.49,0.06,3,6,"night owl","football",3,"junior"
80,0.,"west coast","noon",0.,0.02,4,7,"night owl","curling",5,"sophomore"
81,62.27,"west coast","noon",0.89,0.84,9,2,"night owl","curling",3,"senior"
82,33.46,"west coast","noon",1.,0.,4,5,"night owl","martial arts",4,"sophomore"
83,59.980000000000004,"west coast","noon",0.75,0.91,6,5,"night owl","martial arts",6,"sophomore"
84,30.150000000000002,"west coast","noon",0.75,0.,2,5,"night owl","martial arts",4,"sophomore"
85,32.47,"west coast","noon",0.08,0.1,8,8,"night owl","curling",4,"senior"
86,41.42,"west coast","noon",0.29,0.17,9,12,"night owl","martial arts",3,"sophomore"
87,37.21,"west coast","noon",0.89,0.05,5,8,"night owl","baseball",4,"senior"
88,54.370000000000005,"west coast","noon",0.93,0.49,2,6,"night owl","football",3,"senior"
89,69.68,"west coast","noon",0.92,0.59,10,7,"night owl","basketball",3,"sophomore"
90,54.85,"west coast","noon",0.68,0.34,10,9,"night owl","frisbee",2,"senior"
91,33.230000000000004,"west coast","evening",0.79,0.19,3,10,"night owl","baseball",6,"junior"
92,57.97,"west coast","evening",0.87,0.86,4,9,"early bird","basketball",3,"senior"
93,33.730000000000004,"west coast","evening",0.89,0.,2,2,"night owl","curling",6,"frosh"
94,38.49,"west coast","evening",0.4,0.,5,1,"night owl","football",6,"junior"
95,40.37,"west coast","evening",1.,0.36,4,12,"night owl","curling",3,"junior"
96,81.89,"west coast","evening",1.,1.,5,2,"night owl","martial arts",3,"junior"
97,46.25,"west coast","evening",1.,0.,7,3,"night owl","martial arts",4,"frosh"
98,48.67,"west coast","evening",0.71,1.,1,11,"early bird","curling",4,"senior"
99,45.980000000000004,"west coast","evening",0.,0.,10,10,"night owl","table tennis",1,"senior"
100,57.02,"west coast","evening",0.5700000000000001,0.9400000000000001,8,8,"night owl","gymnastics",5,"sophomore"
101,1.92,"west coast","noon",0.,0.06,7,10,"night owl","baseball",4,"frosh"
102,67.07000000000001,"west coast","noon",0.86,0.9400000000000001,8,6,"night owl","martial arts",3,"sophomore"
103,17.77,"west coast","noon",0.13,0.92,7,7,"early bird","curling",4,"junior"
104,51.52,"west coast","noon",0.92,0.59,9,9,"night owl","table tennis",2,"senior"
105,6.22,"west coast","noon",0.84,0.03,0,8,"night owl","baseball",5,"junior"
106,27.98,"west coast","noon",1.,0.51,0,0,"night owl","frisbee",3,"junior"
107,21.55,"west coast","noon",0.35000000000000003,0.78,3,11,"night owl","football",3,"junior"
108,46.,"west coast","noon",0.22,1.,9,5,"night owl","frisbee",4,"junior"
109,8.76,"west coast","noon",0.02,0.6900000000000001,6,4,"night owl","baseball",5,"sophomore"
110,6.9,"west coast","noon",0.23,0.09,7,1,"night owl","baseball",3,"sophomore"
111,37.4,"west coast","evening",0.39,0.81,5,8,"night owl","table tennis",3,"sophomore"
112,13.88,"west coast","evening",0.08,0.15,4,10,"night owl","table tennis",2,"sophomore"
113,66.6,"west coast","evening",0.9,0.8300000000000001,10,4,"night owl","gymnastics",5,"sophomore"
114,22.79,"west coast","evening",0.02,0.,4,5,"night owl","martial arts",3,"sophomore"
115,23.48,"west coast","evening",0.62,0.04,2,2,"early bird","baseball",3,"junior"
116,33.660000000000004,"west coast","evening",0.,0.3,2,3,"night owl","football",2,"junior"
117,42.56,"west coast","evening",0.,0.,7,5,"night owl","martial arts",3,"frosh"
118,44.47,"west coast","evening",0.01,1.,5,11,"night owl","basketball",2,"senior"
119,43.910000000000004,"west coast","evening",0.8300000000000001,0.65,8,0,"night owl","baseball",5,"junior"
120,54.68,"west coast","evening",1.,0.8300000000000001,1,3,"night owl","table tennis",4,"sophomore"
121,30.67,"west coast","noon",0.,0.99,6,9,"early bird","football",3,"senior"
122,67.4,"west coast","noon",0.96,1.,1,4,"night owl","frisbee",4,"junior"
123,0.,"west coast","noon",0.15,0.06,1,1,"night owl","basketball",5,"frosh"
124,45.660000000000004,"west coast","noon",0.96,0.62,8,2,"night owl","gymnastics",5,"frosh"
125,23.79,"west coast","noon",1.,0.,1,9,"night owl","table tennis",6,"junior"
126,61.15,"west coast","noon",0.62,0.97,6,9,"early bird","basketball",3,"senior"
127,0.5700000000000001,"west coast","noon",0.,0.,4,6,"night owl","martial arts",3,"junior"
128,10.23,"west coast","noon",0.08,0.03,3,3,"night owl","curling",3,"junior"
129,78.16,"west coast","noon",0.89,0.98,10,10,"night owl","martial arts",8,"junior"
130,0.,"west coast","noon",0.,0.37,0,0,"night owl","curling",6,"frosh"
131,69.35000000000001,"west coast","evening",1.,0.87,4,10,"night owl","basketball",3,"junior"
132,37.14,"west coast","evening",0.16,0.8,7,6,"night owl","frisbee",2,"junior"
133,33.62,"west coast","evening",0.15,0.97,2,7,"night owl","frisbee",4,"senior"
134,23.02,"west coast","evening",0.05,0.,2,7,"night owl","football",3,"junior"
135,41.87,"west coast","evening",1.,0.04,8,10,"night owl","baseball",4,"sophomore"
136,26.,"west coast","evening",0.12,0.11,1,4,"night owl","martial arts",7,"sophomore"
137,59.43,"west coast","evening",1.,0.77,9,11,"early bird","baseball",4,"senior"
138,85.03,"west coast","evening",0.9500000000000001,0.9400000000000001,9,6,"night owl","martial arts",4,"senior"
139,33.14,"west coast","evening",0.87,0.02,4,8,"night owl","baseball",5,"sophomore"
140,45.050000000000004,"west coast","evening",1.,0.,9,11,"night owl","baseball",6,"frosh"
141,28.66,"west coast","noon",0.,0.,1,3,"night owl","football",3,"junior"
142,31.93,"west coast","noon",0.43,0.,4,5,"early bird","martial arts",2,"frosh"
143,45.7,"west coast","noon",0.75,0.88,9,0,"early bird","baseball",3,"frosh"
144,46.24,"west coast","noon",0.97,0.76,5,11,"night owl","table tennis",3,"senior"
145,33.64,"west coast","noon",0.05,1.,6,10,"night owl","baseball",3,"senior"
146,38.36,"west coast","noon",0.04,0.91,8,7,"night owl","frisbee",2,"senior"
147,23.76,"west coast","noon",0.14,0.96,3,7,"night owl","table tennis",3,"senior"
148,0.,"west coast","noon",0.08,0.9,3,3,"night owl","football",3,"sophomore"
149,0.,"west coast","noon",0.24,0.55,1,2,"night owl","table tennis",3,"frosh"
150,29.19,"west coast","noon",0.07,0.99,2,12,"early bird","baseball",3,"junior"
151,40.83,"west coast","noon",0.89,0.13,7,12,"night owl","table tennis",5,"junior"
152,30.76,"west coast","noon",0.4,0.48,3,0,"night owl","gymnastics",5,"sophomore"
153,12.56,"west coast","noon",0.19,0.05,7,0,"early bird","baseball",3,"junior"
154,26.27,"west coast","noon",0.9,0.,7,0,"night owl","curling",4,"sophomore"
155,31.55,"west coast","noon",0.26,0.,9,11,"early bird","table tennis",3,"sophomore"
156,30.3,"west coast","noon",0.66,0.,7,10,"night owl","baseball",3,"senior"
157,37.24,"west coast","noon",0.16,0.98,2,12,"early bird","gymnastics",5,"sophomore"
158,18.39,"west coast","noon",0.27,0.22,4,2,"night owl","martial arts",3,"sophomore"
159,25.490000000000002,"west coast","noon",0.08,1.,5,7,"night owl","baseball",6,"junior"
160,30.71,"west coast","noon",0.34,0.02,8,4,"night owl","curling",4,"sophomore"
161,51.,"west coast","noon",0.,1.,7,6,"night owl","frisbee",2,"senior"
162,46.15,"west coast","noon",0.11,0.,10,10,"night owl","football",3,"sophomore"
163,47.300000000000004,"west coast","noon",0.08,1.,1,2,"night owl","frisbee",4,"frosh"
164,70.24,"west coast","noon",1.,0.92,9,9,"night owl","table tennis",3,"sophomore"
165,66.57000000000001,"west coast","noon",0.,0.,4,1,"night owl","curling",5,"frosh"
166,40.7,"west coast","noon",0.11,0.79,6,9,"night owl","gymnastics",3,"senior"
167,43.49,"west coast","noon",0.43,0.01,2,7,"night owl","table tennis",3,"frosh"
168,64.21000000000001,"west coast","noon",0.9400000000000001,0.9400000000000001,1,1,"early bird","martial arts",2,"junior"
169,42.36,"west coast","noon",0.98,0.,3,6,"early bird","gymnastics",3,"senior"
170,43.65,"west coast","noon",0.96,0.48,7,10,"early bird","curling",5,"junior"
171,72.46000000000001,"west coast","noon",0.85,1.,4,4,"night owl","frisbee",3,"frosh"
172,56.56,"west coast","noon",1.,0.88,1,1,"night owl","martial arts",3,"junior"
173,40.57,"west coast","noon",0.36,0.79,9,8,"night owl","football",3,"senior"
174,26.57,"west coast","noon",0.,0.85,2,7,"night owl","frisbee",4,"sophomore"
175,18.080000000000002,"west coast","noon",0.54,0.13,3,1,"early bird","football",4,"sophomore"
176,33.95,"west coast","noon",0.,1.,7,4,"night owl","curling",5,"frosh"
177,42.17,"west coast","noon",1.,0.,5,1,"early bird","martial arts",4,"sophomore"
178,56.99,"west coast","noon",0.81,1.,0,4,"night owl","curling",4,"senior"
179,20.31,"west coast","noon",0.,0.12,0,9,"night owl","table tennis",3,"junior"
180,72.94,"west coast","noon",0.8300000000000001,1.,6,9,"night owl","frisbee",7,"sophomore"
181,8.9,"west coast","noon",0.35000000000000003,0.01,4,7,"night owl","football",2,"junior"
182,26.400000000000002,"west coast","noon",1.,0.5,5,11,"early bird","baseball",6,"junior"
183,60.21,"west coast","noon",1.,0.86,3,4,"night owl","frisbee",3,"senior"
184,6.92,"west coast","noon",0.33,0.,5,12,"night owl","football",3,"junior"
185,47.7,"west coast","noon",0.88,0.22,10,12,"night owl","martial arts",3,"junior"
186,30.94,"west coast","noon",0.91,0.,8,6,"night owl","curling",3,"junior"
187,30.91,"west coast","noon",1.,0.05,3,0,"night owl","basketball",1,"junior"
188,0.,"west coast","noon",0.18,0.07,6,3,"night owl","curling",5,"frosh"
189,0.,"west coast","noon",0.,0.,3,9,"night owl","baseball",5,"frosh"
190,76.7,"west coast","noon",1.,1.,10,12,"night owl","curling",6,"junior"
191,68.87,"west coast","noon",1.,1.,0,2,"night owl","table tennis",6,"junior"
192,57.97,"west coast","noon",0.32,0.35000000000000003,3,6,"night owl","frisbee",6,"junior"
193,55.27,"west coast","noon",0.02,0.,7,7,"night owl","football",2,"senior"
194,54.17,"west coast","noon",0.51,0.8300000000000001,2,9,"early bird","table tennis",2,"senior"
195,55.65,"west coast","noon",0.21,0.,7,9,"night owl","football",5,"sophomore"
196,45.93,"west coast","noon",0.,0.9400000000000001,4,11,"night owl","martial arts",3,"senior"
197,84.44,"west coast","noon",0.9400000000000001,1.,10,12,"night owl","table tennis",4,"junior"
198,44.19,"west coast","noon",0.,1.,2,5,"night owl","table tennis",3,"sophomore"
199,55.96,"west coast","noon",0.73,0.86,3,0,"night owl","football",6,"sophomore"
200,44.58,"west coast","noon",0.,0.08,5,5,"night owl","football",2,"sophomore"
201,57.18,"west coast","noon",0.88,0.93,6,12,"early bird","frisbee",5,"senior"
202,64.66,"west coast","noon",0.91,0.8200000000000001,10,11,"night owl","martial arts",4,"junior"
203,6.61,"west coast","noon",0.,0.,9,6,"night owl","table tennis",5,"frosh"
204,0.,"west coast","noon",0.,0.54,4,1,"night owl","martial arts",4,"sophomore"
205,11.34,"west coast","noon",1.,0.,0,4,"night owl","table tennis",3,"sophomore"
206,24.02,"west coast","noon",0.96,0.01,7,10,"night owl","gymnastics",4,"junior"
207,18.46,"west coast","noon",1.,0.04,7,6,"night owl","gymnastics",6,"frosh"
208,16.47,"west coast","noon",0.05,0.08,6,12,"night owl","curling",4,"frosh"
209,8.83,"west coast","noon",0.73,0.,1,4,"night owl","football",5,"junior"
210,0.,"west coast","noon",0.11,0.23,0,0,"night owl","table tennis",3,"sophomore"
211,33.61,"west coast","evening",0.,1.,0,3,"night owl","basketball",3,"senior"
212,33.02,"west coast","evening",0.,0.9500000000000001,4,1,"night owl","basketball",3,"sophomore"
213,38.730000000000004,"west coast","evening",1.,0.05,0,5,"night owl","baseball",4,"frosh"
214,71.46000000000001,"west coast","evening",1.,0.99,5,2,"night owl","baseball",4,"frosh"
215,30.91,"west coast","evening",0.02,0.43,2,4,"night owl","basketball",3,"sophomore"
216,43.78,"west coast","evening",0.17,0.2,4,6,"night owl","table tennis",3,"sophomore"
217,34.82,"west coast","evening",1.,0.,7,1,"night owl","gymnastics",5,"frosh"
218,20.240000000000002,"west coast","evening",0.,0.06,1,2,"night owl","baseball",4,"junior"
219,26.17,"west coast","evening",0.55,0.07,4,8,"night owl","curling",6,"frosh"
220,54.63,"west coast","evening",0.96,0.67,4,11,"night owl","baseball",3,"junior"
221,0.,"west coast","noon",0.,0.86,1,4,"night owl","baseball",3,"sophomore"
222,0.,"west coast","noon",0.,1.,3,1,"night owl","football",3,"sophomore"
223,3.95,"west coast","noon",1.,0.,4,0,"early bird","curling",2,"junior"
224,19.6,"west coast","noon",0.,0.97,6,8,"night owl","table tennis",3,"junior"
225,0.9400000000000001,"west coast","noon",0.36,0.23,6,3,"night owl","basketball",2,"sophomore"
226,56.4,"west coast","noon",1.,1.,4,10,"night owl","table tennis",6,"senior"
227,18.71,"west coast","noon",0.06,0.93,7,10,"early bird","martial arts",5,"sophomore"
228,58.43,"west coast","noon",0.9400000000000001,0.92,9,6,"night owl","table tennis",4,"senior"
229,27.01,"west coast","noon",0.92,0.,9,3,"night owl","curling",3,"sophomore"
230,0.,"west coast","noon",0.04,0.,2,0,"night owl","football",5,"sophomore"
231,40.17,"west coast","noon",1.,0.41000000000000003,6,10,"night owl","table tennis",3,"senior"
232,22.11,"west coast","noon",0.,0.08,6,11,"night owl","baseball",5,"junior"
233,36.24,"west coast","noon",0.21,1.,7,11,"night owl","gymnastics",5,"senior"
234,12.96,"west coast","noon",0.28,0.2,1,0,"night owl","football",5,"sophomore"
235,67.99,"west coast","noon",0.85,1.,5,11,"night owl","basketball",5,"junior"
236,68.91,"west coast","noon",0.88,1.,5,12,"night owl","frisbee",4,"sophomore"
237,31.080000000000002,"west coast","noon",0.32,0.71,4,11,"night owl","curling",3,"sophomore"
238,29.86,"west coast","noon",0.,0.26,8,9,"night owl","curling",3,"junior"
239,24.11,"west coast","noon",1.,0.,5,7,"night owl","curling",4,"senior"
240,65.28,"west coast","noon",0.9400000000000001,1.,5,0,"night owl","martial arts",3,"junior"
241,48.34,"west coast","morning",0.76,0.19,7,3,"night owl","martial arts",4,"junior"
242,41.410000000000004,"west coast","morning",0.39,1.,3,1,"night owl","martial arts",5,"frosh"
243,38.32,"west coast","morning",0.99,0.11,7,10,"night owl","football",5,"sophomore"
244,14.93,"west coast","morning",0.,0.9400000000000001,6,7,"night owl","football",3,"junior"
245,52.26,"west coast","morning",0.25,1.,10,10,"night owl","curling",2,"junior"
246,7.63,"west coast","morning",1.,0.12,0,0,"night owl","martial arts",5,"frosh"
247,0.52,"west coast","morning",0.,0.92,1,2,"night owl","curling",5,"frosh"
248,59.61,"west coast","morning",1.,0.71,6,9,"night owl","basketball",3,"junior"
249,36.550000000000004,"west coast","morning",0.04,0.27,8,11,"night owl","table tennis",5,"frosh"
250,55.31,"west coast","morning",0.67,1.,2,11,"night owl","gymnastics",1,"senior"
251,19.04,"west coast","noon",0.77,0.12,6,9,"night owl","curling",3,"sophomore"
252,31.07,"west coast","noon",0.,1.,3,4,"night owl","baseball",3,"senior"
253,56.24,"west coast","noon",0.81,0.96,5,1,"early bird","frisbee",1,"senior"
254,17.77,"west coast","noon",0.1,0.76,2,11,"night owl","martial arts",3,"senior"
255,39.85,"west coast","noon",1.,0.,7,4,"night owl","martial arts",4,"frosh"
256,31.810000000000002,"west coast","noon",0.9500000000000001,0.,9,9,"night owl","table tennis",3,"junior"
257,22.62,"west coast","noon",0.04,1.,4,0,"night owl","frisbee",3,"senior"
258,14.76,"west coast","noon",0.04,1.,2,0,"night owl","basketball",4,"sophomore"
259,28.26,"west coast","noon",0.21,0.78,2,1,"night owl","martial arts",2,"senior"
260,30.490000000000002,"west coast","noon",0.32,1.,1,7,"night owl","frisbee",3,"senior"
261,31.830000000000002,"west coast","evening",0.17,0.73,3,9,"night owl","curling",2,"senior"
262,81.72,"west coast","evening",1.,1.,6,12,"night owl","baseball",3,"senior"
263,40.09,"west coast","evening",0.72,0.,10,4,"early bird","table tennis",5,"sophomore"
264,77.79,"west coast","evening",0.9500000000000001,0.96,4,12,"night owl","martial arts",3,"junior"
265,38.17,"west coast","evening",0.06,0.15,4,2,"early bird","gymnastics",1,"sophomore"
266,34.26,"west coast","evening",0.9400000000000001,0.05,7,1,"night owl","gymnastics",6,"frosh"
267,22.17,"west coast","evening",0.,0.85,4,6,"night owl","baseball",5,"sophomore"
268,78.11,"west coast","evening",1.,0.9,8,11,"night owl","table tennis",3,"senior"
269,70.02,"west coast","evening",0.86,0.8300000000000001,7,11,"night owl","martial arts",4,"sophomore"
270,76.84,"west coast","evening",1.,0.9400000000000001,7,12,"night owl","curling",4,"junior"
271,41.71,"west coast","noon",0.55,0.68,4,10,"night owl","martial arts",3,"sophomore"
272,33.45,"west coast","noon",0.,0.13,0,5,"night owl","basketball",3,"sophomore"
273,59.620000000000005,"west coast","noon",0.92,0.64,10,2,"night owl","baseball",6,"sophomore"
274,30.150000000000002,"west coast","noon",0.2,1.,3,11,"night owl","gymnastics",5,"sophomore"
275,33.58,"west coast","noon",0.15,0.23,6,7,"night owl","martial arts",2,"junior"
276,31.42,"west coast","noon",0.1,0.02,2,3,"night owl","table tennis",2,"junior"
277,37.550000000000004,"west coast","noon",0.12,0.05,2,5,"night owl","curling",7,"sophomore"
278,41.86,"west coast","noon",0.79,0.,10,12,"night owl","football",3,"senior"
279,56.54,"west coast","noon",0.6,0.02,8,10,"early bird","frisbee",4,"sophomore"
280,43.45,"west coast","noon",0.,0.96,9,8,"night owl","frisbee",3,"senior"
281,42.7,"west coast","noon",0.65,0.8,10,6,"night owl","curling",4,"frosh"
282,23.66,"west coast","noon",0.,1.,6,2,"night owl","basketball",3,"junior"
283,20.95,"west coast","noon",0.,0.,9,12,"early bird","curling",3,"senior"
284,5.86,"west coast","noon",0.87,0.,1,5,"night owl","curling",6,"frosh"
285,0.,"west coast","noon",0.01,0.51,1,10,"night owl","basketball",3,"junior"
286,59.06,"west coast","noon",0.96,1.,5,5,"night owl","football",6,"senior"
287,53.14,"west coast","noon",1.,0.93,6,3,"night owl","frisbee",5,"frosh"
288,20.07,"west coast","noon",1.,0.31,0,1,"night owl","table tennis",4,"junior"
289,24.21,"west coast","noon",0.42,0.78,6,5,"night owl","frisbee",5,"frosh"
290,15.370000000000001,"west coast","noon",0.1,1.,0,0,"night owl","basketball",3,"sophomore"
291,43.14,"west coast","noon",0.42,0.99,2,9,"night owl","table tennis",4,"senior"
292,16.75,"west coast","noon",0.,0.,3,5,"night owl","baseball",2,"junior"
293,58.89,"west coast","noon",1.,0.99,4,1,"early bird","football",4,"senior"
294,9.57,"west coast","noon",0.37,0.06,5,9,"night owl","baseball",6,"sophomore"
295,69.86,"west coast","noon",1.,1.,9,0,"night owl","baseball",5,"senior"
296,27.310000000000002,"west coast","noon",0.46,0.11,4,7,"night owl","martial arts",4,"junior"
297,25.63,"west coast","noon",0.,0.49,6,10,"early bird","frisbee",4,"sophomore"
298,57.25,"west coast","noon",0.8200000000000001,0.9500000000000001,5,5,"early bird","martial arts",7,"sophomore"
299,48.6,"west coast","noon",1.,0.77,5,7,"night owl","football",7,"junior"
300,50.67,"west coast","noon",1.,0.67,8,2,"early bird","baseball",4,"junior"
301,0.,"west coast","noon",0.,0.03,1,4,"night owl","football",6,"sophomore"
302,45.01,"west coast","noon",0.98,0.78,1,2,"early bird","curling",2,"junior"
303,8.13,"west coast","noon",0.,0.,0,2,"early bird","frisbee",3,"frosh"
304,19.11,"west coast","noon",0.,0.,6,4,"night owl","frisbee",3,"junior"
305,28.46,"west coast","noon",0.29,0.9500000000000001,8,2,"night owl","curling",7,"junior"
306,64.89,"west coast","noon",1.,0.99,6,4,"night owl","baseball",6,"frosh"
307,0.,"west coast","noon",0.,0.,2,2,"night owl","gymnastics",4,"sophomore"
308,24.77,"west coast","noon",0.,0.39,3,7,"early bird","frisbee",3,"junior"
309,1.42,"west coast","noon",0.,0.5700000000000001,4,8,"night owl","curling",5,"junior"
310,51.69,"west coast","noon",0.6,1.,4,10,"early bird","football",2,"senior"
311,26.900000000000002,"west coast","evening",0.,0.23,4,3,"night owl","baseball",4,"junior"
312,46.980000000000004,"west coast","evening",0.31,0.8300000000000001,2,5,"night owl","martial arts",4,"junior"
313,72.84,"west coast","evening",0.99,0.89,1,11,"night owl","martial arts",5,"frosh"
314,36.84,"west coast","evening",0.,0.,7,8,"night owl","curling",2,"sophomore"
315,21.650000000000002,"west coast","evening",0.06,0.11,1,3,"night owl","frisbee",4,"sophomore"
316,26.490000000000002,"west coast","evening",0.25,0.15,6,5,"night owl","football",4,"sophomore"
317,43.2,"west coast","evening",0.27,0.67,2,7,"night owl","table tennis",3,"junior"
318,40.58,"west coast","evening",0.66,0.32,6,1,"night owl","baseball",5,"frosh"
