"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
58,18.21,"west coast","noon",0.16,0.,6,5,"night owl","football",3,"frosh"
59,62.46,"west coast","noon",0.84,0.97,7,2,"night owl","baseball",3,"senior"
60,4.,"west coast","noon",0.,0.84,3,0,"night owl","martial arts",3,"senior"
61,13.14,"west coast","noon",0.,0.44,4,6,"early bird","frisbee",3,"senior"
62,25.63,"west coast","noon",0.,0.01,6,5,"early bird","basketball",2,"sophomore"
63,8.13,"west coast","noon",0.,0.36,6,10,"night owl","curling",3,"junior"
64,59.370000000000005,"west coast","noon",0.9,0.67,9,10,"night owl","martial arts",2,"junior"
65,0.,"west coast","noon",0.42,0.16,0,0,"night owl","football",4,"junior"
66,40.42,"west coast","noon",0.64,0.37,10,7,"night owl","table tennis",1,"junior"
67,0.,"west coast","noon",0.01,0.86,1,0,"night owl","football",6,"sophomore"
68,13.450000000000001,"west coast","noon",1.,0.,5,12,"night owl","gymnastics",4,"junior"
69,68.60000000000001,"west coast","noon",0.93,1.,9,10,"night owl","football",5,"junior"
70,25.19,"west coast","noon",1.,0.44,5,0,"night owl","gymnastics",3,"sophomore"
71,26.14,"west coast","noon",0.,0.,9,2,"night owl","curling",1,"junior"
72,22.34,"west coast","noon",0.03,0.03,7,2,"early bird","curling",3,"junior"
73,21.75,"west coast","noon",0.,0.73,7,2,"night owl","table tennis",4,"sophomore"
74,77.06,"west coast","noon",1.,1.,10,12,"early bird","football",5,"sophomore"
75,32.,"west coast","noon",0.,0.34,4,0,"night owl","football",5,"sophomore"
76,30.16,"west coast","noon",0.9,0.,6,2,"night owl","baseball",4,"sophomore"
77,37.01,"west coast","noon",1.,0.,7,8,"night owl","baseball",2,"senior"
78,33.82,"west coast","noon",1.,0.,4,1,"night owl","curling",6,"junior"
79,21.900000000000002,"west coast","noon",0.7000000000000001,0.,3,5,"night owl","football",3,"junior"
80,22.95,"west coast","noon",0.28,0.,5,7,"night owl","curling",5,"sophomore"
81,63.97,"west coast","noon",0.98,0.6,10,2,"night owl","curling",3,"senior"
82,41.76,"west coast","noon",0.86,0.04,4,7,"night owl","martial arts",4,"sophomore"
83,49.21,"west coast","noon",0.45,1.,6,4,"night owl","martial arts",6,"sophomore"
84,43.11,"west coast","noon",0.8300000000000001,0.14,2,6,"night owl","martial arts",4,"sophomore"
85,16.22,"west coast","noon",0.02,0.1,8,8,"night owl","curling",4,"junior"
86,46.93,"west coast","noon",0.88,0.06,8,11,"night owl","martial arts",3,"sophomore"
87,32.65,"west coast","noon",0.99,0.,5,10,"night owl","baseball",4,"senior"
88,38.69,"west coast","noon",1.,0.43,2,5,"night owl","football",3,"senior"
89,72.29,"west coast","noon",0.93,0.91,9,6,"night owl","basketball",3,"sophomore"
90,60.22,"west coast","noon",0.92,0.38,9,10,"night owl","frisbee",2,"senior"
91,24.71,"west coast","noon",1.,0.23,3,9,"night owl","baseball",6,"junior"
92,72.18,"west coast","noon",0.96,1.,2,8,"early bird","basketball",3,"senior"
93,15.73,"west coast","noon",0.59,0.17,1,2,"night owl","curling",6,"frosh"
94,38.54,"west coast","noon",0.32,0.03,5,2,"night owl","football",6,"junior"
95,29.44,"west coast","noon",1.,0.21,4,12,"night owl","curling",3,"junior"
96,63.050000000000004,"west coast","noon",1.,0.87,6,2,"night owl","martial arts",3,"junior"
97,23.85,"west coast","noon",1.,0.,8,2,"night owl","martial arts",4,"frosh"
98,61.5,"west coast","noon",0.9400000000000001,0.99,2,12,"early bird","curling",4,"senior"
99,24.28,"west coast","noon",0.08,0.39,10,12,"night owl","table tennis",1,"senior"
100,68.22,"west coast","noon",0.72,1.,9,7,"night owl","gymnastics",5,"sophomore"
101,18.27,"west coast","noon",0.37,0.,9,9,"night owl","baseball",4,"frosh"
102,68.27,"west coast","noon",1.,0.87,8,5,"night owl","martial arts",3,"sophomore"
103,41.42,"west coast","noon",0.28,0.96,7,6,"early bird","curling",4,"junior"
104,62.25,"west coast","noon",1.,0.79,9,7,"night owl","table tennis",2,"senior"
105,33.68,"west coast","noon",0.52,0.,0,9,"night owl","baseball",5,"junior"
106,34.21,"west coast","noon",0.75,0.53,0,1,"night owl","frisbee",3,"junior"
107,13.09,"west coast","noon",0.07,0.85,3,12,"night owl","football",3,"junior"
108,60.5,"west coast","noon",0.54,0.99,8,6,"night owl","frisbee",4,"junior"
109,7.44,"west coast","noon",0.,0.8200000000000001,7,5,"night owl","baseball",5,"sophomore"
110,24.91,"west coast","noon",0.12,0.,7,1,"night owl","baseball",3,"sophomore"
111,40.11,"west coast","noon",0.25,0.97,6,8,"night owl","table tennis",3,"sophomore"
112,19.63,"west coast","noon",0.04,0.27,3,9,"night owl","table tennis",2,"sophomore"
113,76.59,"west coast","noon",1.,1.,10,5,"night owl","gymnastics",5,"sophomore"
114,24.25,"west coast","noon",0.,0.,3,4,"night owl","martial arts",3,"sophomore"
115,19.03,"west coast","noon",0.65,0.,1,1,"early bird","baseball",3,"junior"
116,53.29,"west coast","noon",0.,0.12,3,2,"night owl","football",2,"junior"
117,40.24,"west coast","noon",0.,0.,6,4,"night owl","martial arts",3,"frosh"
118,36.01,"west coast","noon",0.,1.,4,11,"night owl","basketball",2,"senior"
119,46.65,"west coast","noon",0.87,0.76,8,0,"night owl","baseball",5,"junior"
120,48.78,"west coast","noon",0.62,0.8200000000000001,2,4,"night owl","table tennis",4,"sophomore"
121,19.84,"west coast","noon",0.,0.99,6,8,"early bird","football",3,"senior"
122,63.33,"west coast","noon",1.,1.,0,3,"night owl","frisbee",4,"junior"
123,0.,"west coast","noon",0.06,0.,0,2,"night owl","basketball",5,"frosh"
124,31.78,"west coast","noon",1.,0.28,10,4,"night owl","gymnastics",5,"frosh"
125,28.7,"west coast","noon",0.97,0.43,0,9,"night owl","table tennis",6,"sophomore"
126,46.03,"west coast","noon",0.59,0.93,4,9,"early bird","basketball",3,"senior"
127,8.34,"west coast","noon",0.,0.04,6,6,"night owl","martial arts",3,"sophomore"
128,0.,"west coast","noon",0.,0.,3,1,"night owl","curling",3,"junior"
129,71.,"west coast","noon",1.,1.,8,9,"night owl","martial arts",8,"junior"
130,5.3,"west coast","noon",0.06,0.47000000000000003,0,2,"night owl","curling",6,"frosh"
131,74.58,"west coast","evening",0.96,0.96,4,9,"night owl","basketball",3,"junior"
132,51.36,"west coast","evening",0.42,0.8,8,6,"night owl","frisbee",2,"junior"
133,48.49,"west coast","evening",0.21,1.,3,7,"night owl","frisbee",4,"senior"
134,19.71,"west coast","evening",0.29,0.03,3,8,"night owl","football",3,"junior"
135,40.27,"west coast","evening",0.84,0.25,6,11,"night owl","baseball",4,"sophomore"
136,23.39,"west coast","evening",0.08,0.,2,4,"night owl","martial arts",7,"sophomore"
137,80.3,"west coast","evening",1.,0.98,9,11,"early bird","baseball",4,"senior"
138,83.59,"west coast","evening",0.96,0.93,9,4,"night owl","martial arts",4,"junior"
139,24.07,"west coast","evening",0.68,0.,4,9,"night owl","baseball",5,"sophomore"
140,44.24,"west coast","evening",1.,0.05,9,12,"night owl","baseball",6,"frosh"
141,0.,"west coast","morning",0.19,0.65,1,4,"night owl","football",3,"junior"
142,32.4,"west coast","morning",0.09,0.,3,6,"early bird","martial arts",2,"frosh"
143,66.14,"west coast","morning",1.,0.9,8,0,"early bird","baseball",3,"frosh"
144,58.79,"west coast","morning",1.,0.79,6,10,"night owl","table tennis",3,"senior"
145,59.17,"west coast","morning",0.54,0.98,6,9,"night owl","baseball",3,"senior"
146,38.88,"west coast","morning",0.02,1.,7,7,"night owl","frisbee",2,"senior"
147,39.230000000000004,"west coast","morning",0.,0.99,4,6,"night owl","table tennis",3,"senior"
148,23.23,"west coast","morning",0.07,0.72,3,3,"night owl","football",3,"sophomore"
149,24.17,"west coast","morning",0.5,0.71,2,2,"night owl","table tennis",3,"frosh"
150,30.22,"west coast","morning",0.02,1.,2,12,"early bird","baseball",3,"junior"
151,42.58,"west coast","noon",1.,0.,6,12,"night owl","table tennis",5,"junior"
152,70.93,"west coast","noon",0.08,0.32,3,0,"night owl","gymnastics",5,"sophomore"
153,40.19,"west coast","noon",0.16,0.19,6,1,"early bird","baseball",3,"junior"
154,29.26,"west coast","noon",0.97,0.,6,0,"night owl","curling",4,"sophomore"
155,44.03,"west coast","noon",0.51,0.01,8,10,"early bird","table tennis",3,"sophomore"
156,39.550000000000004,"west coast","noon",0.5700000000000001,0.,7,11,"night owl","baseball",3,"junior"
157,56.33,"west coast","noon",0.,0.96,3,11,"early bird","gymnastics",5,"sophomore"
158,46.51,"west coast","noon",0.49,0.06,5,1,"night owl","martial arts",3,"sophomore"
159,48.46,"west coast","noon",0.,1.,4,6,"night owl","baseball",6,"junior"
160,59.33,"west coast","noon",0.68,0.59,9,4,"night owl","curling",4,"sophomore"
161,47.,"west coast","noon",0.28,1.,8,5,"night owl","frisbee",2,"senior"
162,40.02,"west coast","noon",0.67,0.04,9,10,"night owl","football",3,"sophomore"
163,30.95,"west coast","noon",0.62,0.76,2,2,"night owl","frisbee",4,"frosh"
164,77.86,"west coast","noon",0.98,1.,9,10,"night owl","table tennis",3,"sophomore"
165,16.14,"west coast","noon",0.,0.,4,0,"night owl","curling",5,"frosh"
166,25.95,"west coast","noon",0.,0.71,7,10,"night owl","gymnastics",3,"senior"
167,7.87,"west coast","noon",0.35000000000000003,0.,2,5,"night owl","table tennis",3,"frosh"
168,45.63,"west coast","noon",1.,0.56,2,2,"early bird","martial arts",2,"junior"
169,23.13,"west coast","noon",0.97,0.12,2,7,"early bird","gymnastics",3,"senior"
170,30.92,"west coast","noon",0.99,0.26,7,11,"early bird","curling",5,"junior"
171,53.93,"west coast","noon",1.,0.81,5,3,"night owl","frisbee",3,"frosh"
172,63.83,"west coast","noon",1.,0.98,0,1,"night owl","martial arts",3,"junior"
173,44.54,"west coast","noon",0.86,0.52,7,7,"night owl","football",3,"senior"
174,31.53,"west coast","noon",0.,0.87,0,8,"night owl","frisbee",4,"sophomore"
175,4.67,"west coast","noon",0.41000000000000003,0.,4,2,"early bird","football",4,"sophomore"
176,28.88,"west coast","noon",0.,0.88,8,5,"night owl","curling",5,"frosh"
177,27.69,"west coast","noon",0.85,0.,3,1,"early bird","martial arts",4,"sophomore"
178,32.09,"west coast","noon",0.4,1.,1,5,"night owl","curling",4,"senior"
179,2.87,"west coast","noon",0.,0.32,0,9,"night owl","table tennis",3,"junior"
180,73.76,"west coast","noon",0.9500000000000001,1.,6,9,"night owl","frisbee",7,"sophomore"
181,19.95,"west coast","evening",0.33,0.,4,8,"night owl","football",2,"junior"
182,39.76,"west coast","evening",0.96,0.8,5,10,"early bird","baseball",6,"junior"
183,55.21,"west coast","evening",0.99,0.59,4,4,"night owl","frisbee",3,"senior"
184,29.39,"west coast","evening",0.71,0.14,6,12,"night owl","football",3,"junior"
185,51.07,"west coast","evening",0.9,0.11,10,12,"night owl","martial arts",3,"junior"
186,34.67,"west coast","evening",0.9400000000000001,0.,8,5,"night owl","curling",3,"junior"
187,24.86,"west coast","evening",1.,0.01,1,0,"night owl","basketball",1,"junior"
188,6.1000000000000005,"west coast","evening",0.05,0.,7,2,"night owl","curling",5,"frosh"
189,9.63,"west coast","evening",0.,0.,3,8,"night owl","baseball",5,"frosh"
190,80.63,"west coast","evening",1.,0.97,10,10,"night owl","curling",6,"junior"
191,58.25,"west coast","noon",0.84,1.,0,2,"night owl","table tennis",6,"junior"
192,19.150000000000002,"west coast","noon",0.09,0.72,3,5,"night owl","frisbee",6,"junior"
193,11.870000000000001,"west coast","noon",0.,0.01,7,7,"night owl","football",2,"senior"
194,54.84,"west coast","noon",0.52,0.97,2,10,"early bird","table tennis",2,"senior"
195,15.14,"west coast","noon",0.13,0.,5,9,"night owl","football",5,"sophomore"
196,44.71,"west coast","noon",0.06,1.,3,11,"night owl","martial arts",3,"senior"
197,78.09,"west coast","noon",0.96,1.,10,12,"night owl","table tennis",4,"junior"
198,29.67,"west coast","noon",0.,0.55,3,5,"night owl","table tennis",3,"sophomore"
199,50.31,"west coast","noon",0.96,0.9,6,0,"night owl","football",6,"sophomore"
200,18.62,"west coast","noon",0.21,0.,6,5,"night owl","football",2,"sophomore"
201,52.,"west coast","noon",0.75,0.9400000000000001,6,12,"early bird","frisbee",5,"senior"
202,69.95,"west coast","noon",1.,0.87,10,11,"night owl","martial arts",4,"junior"
203,7.84,"west coast","noon",0.,0.08,8,6,"night owl","table tennis",5,"frosh"
204,10.71,"west coast","noon",0.,0.2,6,0,"night owl","martial arts",4,"sophomore"
205,0.,"west coast","noon",0.88,0.,0,5,"night owl","table tennis",3,"sophomore"
206,23.990000000000002,"west coast","noon",0.75,0.07,8,9,"night owl","gymnastics",4,"junior"
207,21.97,"west coast","noon",1.,0.04,7,5,"night owl","gymnastics",6,"frosh"
208,0.,"west coast","noon",0.13,0.,4,12,"night owl","curling",4,"frosh"
209,6.5200000000000005,"west coast","noon",0.5,0.,2,4,"night owl","football",5,"junior"
210,0.,"west coast","noon",0.,0.15,1,0,"night owl","table tennis",3,"sophomore"
211,45.68,"west coast","noon",0.,1.,0,3,"night owl","basketball",3,"senior"
212,35.14,"west coast","noon",0.,1.,5,2,"night owl","basketball",3,"sophomore"
213,36.9,"west coast","noon",0.6,0.07,0,5,"night owl","baseball",4,"frosh"
214,67.12,"west coast","noon",0.98,1.,6,1,"night owl","baseball",4,"frosh"
215,8.18,"west coast","noon",0.,0.58,2,5,"night owl","basketball",3,"sophomore"
216,59.35,"west coast","noon",0.,0.79,4,4,"night owl","table tennis",3,"sophomore"
217,47.61,"west coast","noon",1.,0.06,9,3,"night owl","gymnastics",5,"frosh"
218,30.990000000000002,"west coast","noon",0.,0.04,0,2,"night owl","baseball",4,"junior"
219,42.28,"west coast","noon",0.31,0.21,3,10,"night owl","curling",6,"frosh"
220,61.78,"west coast","noon",0.89,0.92,5,11,"night owl","baseball",3,"junior"
221,0.,"west coast","noon",0.,0.36,0,4,"night owl","baseball",3,"sophomore"
222,17.14,"west coast","noon",0.,1.,2,1,"night owl","football",3,"sophomore"
223,14.24,"west coast","noon",0.53,0.,4,0,"early bird","curling",2,"sophomore"
224,14.38,"west coast","noon",0.,0.98,5,9,"night owl","table tennis",3,"junior"
225,14.370000000000001,"west coast","noon",0.11,0.09,5,2,"night owl","basketball",2,"sophomore"
226,59.14,"west coast","noon",0.98,1.,4,11,"night owl","table tennis",6,"senior"
227,26.150000000000002,"west coast","noon",0.,1.,7,11,"early bird","martial arts",5,"sophomore"
228,53.28,"west coast","noon",0.74,0.84,10,7,"night owl","table tennis",4,"senior"
229,36.82,"west coast","noon",0.91,0.,10,3,"night owl","curling",3,"sophomore"
230,0.,"west coast","noon",0.,0.16,2,0,"night owl","football",5,"sophomore"
231,37.35,"west coast","noon",0.79,0.66,5,10,"night owl","table tennis",3,"senior"
232,15.1,"west coast","noon",0.,0.09,6,11,"night owl","baseball",5,"junior"
233,27.14,"west coast","noon",0.44,0.46,6,11,"night owl","gymnastics",5,"senior"
234,60.49,"west coast","noon",0.,0.,0,0,"night owl","football",5,"sophomore"
235,63.28,"west coast","noon",0.8200000000000001,1.,3,11,"night owl","basketball",5,"junior"
236,68.43,"west coast","noon",0.9,0.98,6,12,"night owl","frisbee",4,"sophomore"
237,36.25,"west coast","noon",0.7000000000000001,0.34,5,11,"night owl","curling",3,"sophomore"
238,16.62,"west coast","noon",0.01,0.,9,8,"night owl","curling",3,"junior"
239,25.57,"west coast","noon",1.,0.12,4,9,"night owl","curling",4,"senior"
240,48.120000000000005,"west coast","noon",1.,0.8200000000000001,5,0,"night owl","martial arts",3,"junior"
241,44.12,"west coast","noon",0.93,0.15,8,5,"night owl","martial arts",4,"junior"
242,24.07,"west coast","noon",0.08,1.,3,2,"night owl","martial arts",5,"frosh"
243,39.34,"west coast","noon",0.98,0.37,6,9,"night owl","football",5,"sophomore"
244,35.47,"west coast","noon",0.17,0.99,7,9,"night owl","football",3,"junior"
245,33.44,"west coast","noon",0.,0.38,10,10,"night owl","curling",2,"junior"
246,15.01,"west coast","noon",1.,0.,0,1,"night owl","martial arts",5,"frosh"
247,23.75,"west coast","noon",0.01,1.,2,1,"night owl","curling",5,"frosh"
248,56.870000000000005,"west coast","noon",0.9400000000000001,0.75,5,9,"night owl","basketball",3,"junior"
249,29.93,"west coast","noon",0.,0.53,8,12,"night owl","table tennis",5,"frosh"
250,63.18,"west coast","noon",0.71,1.,2,8,"night owl","gymnastics",1,"senior"
251,36.51,"west coast","noon",0.9400000000000001,0.19,6,9,"night owl","curling",3,"sophomore"
252,23.73,"west coast","noon",0.03,0.99,1,6,"night owl","baseball",3,"senior"
253,59.78,"west coast","noon",0.45,1.,6,2,"early bird","frisbee",1,"senior"
254,21.05,"west coast","noon",0.04,0.62,3,11,"night owl","martial arts",3,"senior"
255,40.88,"west coast","noon",1.,0.05,5,4,"night owl","martial arts",4,"frosh"
256,39.96,"west coast","noon",0.99,0.07,9,8,"night owl","table tennis",3,"junior"
257,33.79,"west coast","noon",0.16,1.,3,1,"night owl","frisbee",3,"senior"
258,26.12,"west coast","noon",0.,0.77,3,2,"night owl","basketball",4,"sophomore"
259,34.57,"west coast","noon",0.24,0.92,2,1,"night owl","martial arts",2,"senior"
260,22.76,"west coast","noon",0.13,0.9400000000000001,1,7,"night owl","frisbee",3,"senior"
261,40.68,"west coast","evening",0.05,0.61,0,9,"night owl","curling",2,"senior"
262,71.58,"west coast","evening",0.97,0.99,5,12,"night owl","baseball",3,"senior"
263,40.09,"west coast","evening",0.89,0.,10,3,"early bird","table tennis",5,"sophomore"
264,83.49,"west coast","evening",1.,0.98,4,9,"night owl","martial arts",3,"junior"
265,0.14,"west coast","evening",0.,0.,5,0,"early bird","gymnastics",1,"sophomore"
266,28.09,"west coast","evening",1.,0.,7,1,"night owl","gymnastics",6,"frosh"
267,34.18,"west coast","evening",0.01,1.,4,6,"night owl","baseball",5,"sophomore"
268,89.42,"west coast","evening",1.,1.,9,11,"night owl","table tennis",3,"senior"
269,72.75,"west coast","evening",0.77,0.93,7,10,"night owl","martial arts",4,"sophomore"
270,75.18,"west coast","evening",1.,0.9500000000000001,7,11,"night owl","curling",4,"junior"
271,52.47,"west coast","noon",0.85,0.72,4,12,"night owl","martial arts",3,"sophomore"
272,24.17,"west coast","noon",0.,0.,1,4,"night owl","basketball",3,"sophomore"
273,48.25,"west coast","noon",0.55,0.6900000000000001,10,2,"night owl","baseball",6,"sophomore"
274,33.24,"west coast","noon",0.08,1.,3,12,"night owl","gymnastics",5,"sophomore"
275,30.45,"west coast","noon",0.06,0.,5,6,"night owl","martial arts",2,"sophomore"
276,7.09,"west coast","noon",0.,0.04,2,3,"night owl","table tennis",2,"junior"
277,63.160000000000004,"west coast","noon",0.01,0.,0,5,"night owl","curling",7,"sophomore"
278,44.07,"west coast","noon",0.8200000000000001,0.,10,12,"night owl","football",3,"senior"
279,45.800000000000004,"west coast","noon",0.85,0.04,9,9,"early bird","frisbee",4,"sophomore"
280,51.13,"west coast","noon",0.,1.,9,7,"night owl","frisbee",3,"senior"
281,35.03,"west coast","noon",0.25,0.84,10,7,"night owl","curling",4,"frosh"
282,17.97,"west coast","noon",0.24,0.84,5,2,"night owl","basketball",3,"junior"
283,17.07,"west coast","noon",0.,0.11,8,12,"early bird","curling",3,"senior"
284,7.33,"west coast","noon",1.,0.,1,3,"night owl","curling",6,"frosh"
285,19.28,"west coast","noon",0.1,0.9,2,9,"night owl","basketball",3,"junior"
286,63.800000000000004,"west coast","noon",1.,1.,5,6,"night owl","football",6,"senior"
287,61.53,"west coast","noon",0.84,1.,6,3,"night owl","frisbee",5,"frosh"
288,21.12,"west coast","noon",1.,0.21,0,2,"night owl","table tennis",4,"junior"
289,49.11,"west coast","noon",0.66,0.8200000000000001,8,5,"night owl","frisbee",5,"frosh"
290,17.3,"west coast","noon",0.,1.,0,0,"night owl","basketball",3,"sophomore"
291,36.97,"west coast","noon",0.61,0.9,0,10,"night owl","table tennis",4,"senior"
292,4.71,"west coast","noon",0.03,0.13,3,6,"night owl","baseball",2,"junior"
293,44.12,"west coast","noon",0.9400000000000001,0.81,5,0,"early bird","football",4,"senior"
294,17.59,"west coast","noon",0.11,0.,6,9,"night owl","baseball",6,"sophomore"
295,70.93,"west coast","noon",0.99,1.,10,0,"night owl","baseball",5,"senior"
296,24.14,"west coast","noon",0.56,0.25,3,7,"night owl","martial arts",4,"junior"
297,12.07,"west coast","noon",0.,0.53,6,11,"early bird","frisbee",4,"sophomore"
298,44.35,"west coast","noon",0.55,0.9400000000000001,6,5,"early bird","martial arts",7,"sophomore"
299,44.050000000000004,"west coast","noon",0.93,0.78,5,8,"night owl","football",7,"junior"
300,56.79,"west coast","noon",1.,0.9400000000000001,7,0,"early bird","baseball",4,"junior"
301,36.13,"west coast","evening",0.03,0.08,0,5,"night owl","football",6,"sophomore"
302,30.35,"west coast","evening",1.,0.44,1,2,"early bird","curling",2,"junior"
303,34.36,"west coast","evening",0.,0.,0,3,"early bird","frisbee",3,"frosh"
304,33.32,"west coast","evening",0.,0.,5,6,"night owl","frisbee",3,"junior"
305,57.7,"west coast","evening",0.53,1.,6,2,"night owl","curling",7,"junior"
306,70.32000000000001,"west coast","evening",1.,1.,4,4,"night owl","baseball",6,"frosh"
307,22.86,"west coast","evening",0.06,0.,3,2,"night owl","gymnastics",4,"sophomore"
308,32.37,"west coast","evening",0.,0.26,3,7,"early bird","frisbee",3,"junior"
309,27.580000000000002,"west coast","evening",0.,0.55,6,6,"night owl","curling",5,"junior"
310,47.49,"west coast","evening",0.39,1.,5,9,"early bird","football",2,"senior"
311,38.37,"west coast","noon",0.,0.02,3,3,"night owl","baseball",4,"junior"
312,13.18,"west coast","noon",0.13,0.53,1,6,"night owl","martial arts",4,"junior"
313,47.050000000000004,"west coast","noon",0.86,0.8200000000000001,0,11,"night owl","martial arts",5,"frosh"
314,36.27,"west coast","noon",0.,0.02,8,7,"night owl","curling",2,"sophomore"
315,13.01,"west coast","noon",0.1,0.,1,3,"night owl","frisbee",4,"sophomore"
316,17.06,"west coast","noon",0.08,0.08,5,6,"night owl","football",4,"sophomore"
317,27.810000000000002,"west coast","noon",0.32,0.56,3,7,"night owl","table tennis",3,"junior"
318,23.89,"west coast","noon",0.9,0.29,5,2,"night owl","baseball",5,"frosh"
319,27.92,"west coast","noon",0.84,0.,1,5,"night owl","martial arts",3,"sophomore"
320,69.60000000000001,"west coast","noon",1.,0.97,7,4,"early bird","frisbee",7,"frosh"
321,31.16,"west coast","evening",0.12,0.44,8,3,"night owl","basketball",3,"frosh"
