"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
100,64.07000000000001,"east coast","evening",1.,0.52,10,7,"night owl","gymnastics",5,"sophomore"
101,24.22,"east coast","noon",0.41000000000000003,0.43,8,7,"night owl","baseball",4,"frosh"
102,49.4,"east coast","noon",1.,0.24,8,4,"night owl","martial arts",3,"sophomore"
103,30.7,"east coast","noon",0.,0.99,6,4,"early bird","curling",4,"junior"
104,38.550000000000004,"east coast","noon",0.51,0.78,9,7,"night owl","table tennis",2,"senior"
105,16.91,"east coast","noon",0.65,0.29,0,3,"night owl","baseball",5,"junior"
106,39.32,"east coast","noon",0.9,0.23,2,0,"night owl","frisbee",3,"junior"
107,29.46,"east coast","noon",0.,0.42,5,9,"night owl","football",3,"junior"
108,87.41,"east coast","noon",1.,1.,10,9,"night owl","frisbee",4,"junior"
109,0.,"east coast","noon",0.,0.9,4,5,"night owl","baseball",5,"sophomore"
110,0.,"east coast","noon",0.04,0.19,6,1,"night owl","baseball",3,"sophomore"
111,20.150000000000002,"east coast","noon",0.33,0.68,7,10,"night owl","table tennis",3,"sophomore"
112,1.94,"east coast","noon",0.12,0.72,3,5,"night owl","table tennis",2,"sophomore"
113,49.84,"east coast","noon",1.,0.67,10,6,"night owl","gymnastics",5,"sophomore"
114,31.14,"east coast","noon",0.5,0.56,4,5,"night owl","martial arts",3,"sophomore"
115,0.,"east coast","noon",0.4,0.07,3,4,"early bird","baseball",3,"junior"
116,0.,"east coast","noon",0.14,0.,3,1,"night owl","football",2,"junior"
117,0.,"east coast","noon",0.,0.,3,0,"night owl","martial arts",3,"frosh"
118,24.79,"east coast","noon",0.06,0.97,1,10,"night owl","basketball",2,"senior"
119,27.73,"east coast","noon",0.84,0.59,6,3,"night owl","baseball",5,"junior"
120,29.27,"east coast","noon",0.12,1.,0,2,"night owl","table tennis",4,"sophomore"
121,26.73,"east coast","evening",0.,1.,4,8,"early bird","football",3,"senior"
122,71.66,"east coast","evening",1.,0.96,3,2,"night owl","frisbee",4,"junior"
123,29.48,"east coast","evening",0.12,0.17,0,2,"night owl","basketball",5,"frosh"
124,31.900000000000002,"east coast","evening",0.5700000000000001,0.07,8,4,"night owl","gymnastics",5,"frosh"
125,67.49,"east coast","evening",1.,1.,1,9,"night owl","table tennis",6,"sophomore"
126,47.47,"east coast","evening",0.87,0.7000000000000001,6,10,"early bird","basketball",3,"senior"
127,23.52,"east coast","evening",0.,0.,4,5,"night owl","martial arts",3,"sophomore"
128,6.59,"east coast","evening",0.,0.01,2,2,"night owl","curling",3,"junior"
129,92.12,"east coast","evening",0.91,1.,10,9,"night owl","martial arts",8,"junior"
130,17.84,"east coast","evening",0.,0.26,0,1,"night owl","curling",6,"frosh"
131,38.97,"east coast","morning",0.56,0.64,5,8,"night owl","basketball",3,"junior"
132,77.16,"east coast","morning",0.87,1.,9,4,"night owl","frisbee",2,"junior"
133,65.78,"east coast","morning",0.86,1.,5,9,"night owl","frisbee",4,"senior"
134,4.51,"east coast","morning",0.26,0.,1,5,"night owl","football",3,"sophomore"
135,30.23,"east coast","morning",1.,0.04,9,11,"night owl","baseball",4,"sophomore"
136,7.28,"east coast","morning",0.08,0.,0,7,"night owl","martial arts",7,"sophomore"
137,73.42,"east coast","morning",1.,0.9500000000000001,8,10,"early bird","baseball",4,"senior"
138,78.89,"east coast","morning",1.,1.,8,3,"night owl","martial arts",4,"junior"
139,8.43,"east coast","morning",0.,0.,6,9,"night owl","baseball",5,"sophomore"
140,28.75,"east coast","morning",1.,0.,8,9,"night owl","baseball",6,"frosh"
141,25.93,"east coast","evening",0.,0.79,1,7,"night owl","football",3,"junior"
142,38.95,"east coast","evening",0.03,0.,5,5,"early bird","martial arts",2,"frosh"
143,49.83,"east coast","evening",0.98,0.28,10,4,"early bird","baseball",3,"frosh"
144,83.22,"east coast","evening",0.87,1.,9,9,"night owl","table tennis",3,"senior"
145,41.94,"east coast","evening",0.55,0.73,3,11,"night owl","baseball",3,"senior"
146,76.89,"east coast","evening",0.67,1.,6,7,"night owl","frisbee",2,"senior"
147,22.72,"east coast","evening",0.,1.,4,10,"night owl","table tennis",3,"senior"
148,15.72,"east coast","evening",0.,0.3,2,3,"night owl","football",3,"sophomore"
149,33.06,"east coast","evening",0.58,0.8,3,2,"night owl","table tennis",3,"frosh"
150,26.75,"east coast","evening",0.,0.8,4,12,"early bird","baseball",3,"junior"
151,4.44,"east coast","noon",0.33,0.08,6,11,"night owl","table tennis",5,"junior"
152,0.,"east coast","noon",0.61,0.,2,1,"night owl","gymnastics",5,"sophomore"
153,3.44,"east coast","noon",0.21,0.16,5,3,"early bird","baseball",3,"junior"
154,27.810000000000002,"east coast","noon",0.74,0.2,7,3,"night owl","curling",4,"sophomore"
155,23.11,"east coast","noon",0.91,0.01,7,10,"early bird","table tennis",3,"sophomore"
156,43.730000000000004,"east coast","noon",0.89,0.,10,9,"night owl","baseball",3,"junior"
157,33.03,"east coast","noon",0.6,0.5,4,8,"early bird","gymnastics",5,"sophomore"
158,0.86,"east coast","noon",0.48,0.,5,0,"night owl","martial arts",3,"sophomore"
159,0.,"east coast","noon",0.,0.67,2,5,"night owl","baseball",6,"junior"
160,18.47,"east coast","noon",0.38,1.,4,1,"night owl","curling",4,"sophomore"
161,56.56,"east coast","noon",0.48,0.9400000000000001,9,5,"night owl","frisbee",2,"senior"
162,48.68,"east coast","noon",1.,0.09,9,8,"night owl","football",3,"sophomore"
163,49.07,"east coast","noon",0.66,0.88,5,0,"night owl","frisbee",4,"frosh"
164,70.62,"east coast","noon",0.85,1.,7,8,"night owl","table tennis",3,"sophomore"
165,34.230000000000004,"east coast","noon",0.68,0.03,3,1,"night owl","curling",5,"frosh"
166,40.61,"east coast","noon",0.14,0.9,9,11,"night owl","gymnastics",3,"senior"
167,23.13,"east coast","noon",0.,0.73,4,3,"night owl","table tennis",3,"frosh"
168,12.620000000000001,"east coast","noon",0.,0.,2,4,"early bird","martial arts",2,"junior"
169,38.75,"east coast","noon",0.8200000000000001,0.,2,4,"early bird","gymnastics",3,"senior"
170,61.75,"east coast","noon",0.74,1.,7,10,"early bird","curling",5,"junior"
171,49.410000000000004,"east coast","noon",0.9500000000000001,0.8200000000000001,5,1,"night owl","frisbee",3,"frosh"
172,47.31,"east coast","noon",0.47000000000000003,1.,2,6,"night owl","martial arts",3,"junior"
173,27.,"east coast","noon",1.,0.36,5,5,"night owl","football",3,"senior"
174,14.15,"east coast","noon",0.15,1.,2,12,"night owl","frisbee",4,"sophomore"
175,0.,"east coast","noon",0.21,0.,5,1,"early bird","football",4,"sophomore"
176,39.96,"east coast","noon",0.92,0.5700000000000001,7,6,"night owl","curling",5,"frosh"
177,17.03,"east coast","noon",1.,0.07,3,1,"early bird","martial arts",4,"sophomore"
178,28.88,"east coast","noon",0.56,0.6,1,9,"night owl","curling",4,"senior"
179,24.16,"east coast","noon",0.26,0.79,0,7,"night owl","table tennis",3,"junior"
180,61.31,"east coast","noon",1.,0.99,2,9,"night owl","frisbee",7,"sophomore"
181,17.04,"east coast","noon",0.,0.06,4,8,"night owl","football",2,"junior"
182,38.32,"east coast","noon",0.88,0.81,6,10,"early bird","baseball",6,"junior"
183,26.94,"east coast","noon",0.25,0.87,6,7,"night owl","frisbee",3,"senior"
184,29.94,"east coast","noon",0.85,0.26,6,10,"night owl","football",3,"junior"
185,50.25,"east coast","noon",0.9400000000000001,0.4,7,8,"night owl","martial arts",3,"junior"
186,19.04,"east coast","noon",0.27,0.2,5,4,"night owl","curling",3,"junior"
187,15.5,"east coast","noon",0.,0.8,1,0,"night owl","basketball",1,"junior"
188,11.33,"east coast","noon",0.87,0.,7,0,"night owl","curling",5,"frosh"
189,0.,"east coast","noon",0.01,0.21,4,3,"night owl","baseball",5,"frosh"
190,73.01,"east coast","noon",1.,1.,9,11,"night owl","curling",6,"junior"
191,41.2,"east coast","evening",1.,0.28,0,2,"night owl","table tennis",6,"junior"
192,50.2,"east coast","evening",0.68,0.76,2,4,"night owl","frisbee",6,"junior"
193,38.53,"east coast","evening",0.,0.11,8,7,"night owl","football",2,"senior"
194,63.09,"east coast","evening",0.79,1.,4,10,"early bird","table tennis",2,"senior"
195,30.900000000000002,"east coast","evening",0.58,0.,3,8,"night owl","football",5,"sophomore"
196,60.25,"east coast","evening",0.56,0.9500000000000001,3,12,"night owl","martial arts",3,"senior"
197,76.12,"east coast","evening",1.,0.97,9,12,"night owl","table tennis",4,"junior"
198,23.92,"east coast","evening",0.,0.,4,6,"night owl","table tennis",3,"sophomore"
199,42.51,"east coast","evening",1.,0.16,5,1,"night owl","football",6,"sophomore"
200,26.91,"east coast","evening",0.03,0.21,7,5,"night owl","football",2,"sophomore"
201,48.43,"east coast","noon",0.44,0.9400000000000001,8,11,"early bird","frisbee",5,"senior"
202,84.23,"east coast","noon",0.96,1.,9,9,"night owl","martial arts",4,"junior"
203,34.42,"east coast","noon",0.5,0.,6,1,"night owl","table tennis",5,"frosh"
204,37.6,"east coast","noon",0.63,0.5700000000000001,5,2,"night owl","martial arts",4,"sophomore"
205,21.94,"east coast","noon",0.55,0.,4,6,"night owl","table tennis",3,"sophomore"
206,45.76,"east coast","noon",0.85,0.,10,6,"night owl","gymnastics",4,"junior"
207,41.38,"east coast","noon",1.,0.18,7,6,"night owl","gymnastics",6,"frosh"
208,34.21,"east coast","noon",0.,0.02,3,11,"night owl","curling",4,"frosh"
209,0.,"east coast","noon",0.06,0.,2,2,"night owl","football",5,"junior"
210,29.94,"east coast","noon",0.32,0.,5,2,"night owl","table tennis",3,"sophomore"
211,53.54,"east coast","morning",0.88,1.,1,1,"night owl","basketball",3,"senior"
212,5.43,"east coast","morning",0.07,0.79,5,3,"night owl","basketball",3,"sophomore"
213,0.,"east coast","morning",0.14,0.,0,6,"night owl","baseball",4,"frosh"
214,19.580000000000002,"east coast","morning",0.84,0.48,5,1,"night owl","baseball",4,"frosh"
215,25.29,"east coast","morning",0.,1.,0,6,"night owl","basketball",3,"sophomore"
216,26.150000000000002,"east coast","morning",0.18,1.,7,3,"night owl","table tennis",3,"sophomore"
217,10.620000000000001,"east coast","morning",1.,0.,5,2,"night owl","gymnastics",5,"frosh"
218,0.,"east coast","morning",0.01,0.04,0,0,"night owl","baseball",4,"junior"
219,0.,"east coast","morning",0.28,0.,5,11,"night owl","curling",6,"frosh"
220,62.75,"east coast","morning",0.73,1.,9,10,"night owl","baseball",3,"junior"
221,0.,"east coast","noon",0.,0.07,0,3,"night owl","baseball",3,"sophomore"
222,0.,"east coast","noon",0.08,0.73,5,2,"night owl","football",3,"sophomore"
223,0.,"east coast","noon",0.07,0.22,5,0,"early bird","curling",2,"frosh"
224,36.34,"east coast","noon",0.44,0.98,4,9,"night owl","table tennis",3,"junior"
225,9.86,"east coast","noon",0.04,0.13,4,4,"night owl","basketball",2,"sophomore"
226,61.97,"east coast","noon",0.86,1.,6,10,"night owl","table tennis",6,"senior"
227,22.01,"east coast","noon",0.41000000000000003,0.56,7,12,"early bird","martial arts",5,"sophomore"
228,74.69,"east coast","noon",1.,1.,9,12,"night owl","table tennis",4,"senior"
229,26.84,"east coast","noon",1.,0.01,10,8,"night owl","curling",3,"sophomore"
230,0.,"east coast","noon",0.,0.,1,0,"night owl","football",5,"sophomore"
231,54.81,"east coast","evening",0.84,0.75,5,8,"night owl","table tennis",3,"senior"
232,47.27,"east coast","evening",0.84,0.24,6,12,"night owl","baseball",5,"junior"
233,44.24,"east coast","evening",1.,0.05,5,12,"night owl","gymnastics",5,"senior"
234,5.83,"east coast","evening",0.27,0.13,1,0,"night owl","football",5,"sophomore"
235,84.17,"east coast","evening",1.,0.99,7,8,"night owl","basketball",5,"junior"
236,56.83,"east coast","evening",0.9500000000000001,0.58,6,12,"night owl","frisbee",4,"sophomore"
237,47.77,"east coast","evening",0.73,0.22,4,9,"night owl","curling",3,"sophomore"
238,46.78,"east coast","evening",0.55,0.03,10,8,"night owl","curling",3,"junior"
239,38.11,"east coast","evening",0.84,0.,3,10,"night owl","curling",4,"senior"
240,41.6,"east coast","evening",0.5,0.64,5,0,"night owl","martial arts",3,"junior"
241,76.34,"east coast","evening",1.,0.92,7,6,"night owl","martial arts",4,"junior"
242,13.6,"east coast","evening",0.,0.5,1,3,"night owl","martial arts",5,"frosh"
243,40.58,"east coast","evening",1.,0.12,8,10,"night owl","football",5,"sophomore"
244,54.15,"east coast","evening",0.23,1.,9,11,"night owl","football",3,"junior"
245,32.37,"east coast","evening",0.17,0.74,8,10,"night owl","curling",2,"junior"
246,32.08,"east coast","evening",0.85,0.54,0,1,"night owl","martial arts",5,"frosh"
247,0.,"east coast","evening",0.03,0.38,0,0,"night owl","curling",5,"frosh"
248,52.64,"east coast","evening",0.39,1.,4,5,"night owl","basketball",3,"junior"
249,26.580000000000002,"east coast","evening",0.43,0.11,9,9,"night owl","table tennis",5,"frosh"
250,24.35,"east coast","evening",0.32,0.73,4,6,"night owl","gymnastics",1,"senior"
251,55.28,"east coast","noon",0.72,0.84,7,4,"night owl","curling",3,"sophomore"
252,40.06,"east coast","noon",0.32,0.27,2,6,"night owl","baseball",3,"senior"
253,57.56,"east coast","noon",0.88,0.61,4,2,"early bird","frisbee",1,"senior"
254,49.83,"east coast","noon",0.,1.,2,10,"night owl","martial arts",3,"senior"
255,54.03,"east coast","noon",0.97,0.,7,5,"night owl","martial arts",4,"frosh"
256,52.77,"east coast","noon",1.,0.15,10,8,"night owl","table tennis",3,"junior"
257,47.,"east coast","noon",0.48,0.87,1,2,"night owl","frisbee",3,"senior"
258,51.800000000000004,"east coast","noon",0.43,0.07,3,1,"night owl","basketball",4,"sophomore"
259,61.480000000000004,"east coast","noon",0.04,0.51,0,0,"night owl","martial arts",2,"senior"
260,46.,"east coast","noon",0.12,0.78,3,8,"night owl","frisbee",3,"junior"
261,33.57,"east coast","noon",0.,1.,2,12,"night owl","curling",2,"senior"
262,62.43,"east coast","noon",0.78,1.,6,12,"night owl","baseball",3,"senior"
263,27.88,"east coast","noon",0.22,0.32,10,0,"early bird","table tennis",5,"sophomore"
264,64.43,"east coast","noon",1.,0.87,6,10,"night owl","martial arts",3,"junior"
265,29.11,"east coast","noon",0.07,0.03,5,0,"early bird","gymnastics",1,"sophomore"
266,24.57,"east coast","noon",1.,0.13,6,0,"night owl","gymnastics",6,"frosh"
267,34.96,"east coast","noon",0.15,0.77,2,8,"night owl","baseball",5,"sophomore"
268,67.95,"east coast","noon",1.,0.8300000000000001,8,8,"night owl","table tennis",3,"senior"
269,72.92,"east coast","noon",0.89,0.92,7,10,"night owl","martial arts",4,"sophomore"
270,62.65,"east coast","noon",0.74,0.99,6,8,"night owl","curling",4,"junior"
271,60.46,"east coast","noon",1.,0.88,3,12,"night owl","martial arts",3,"sophomore"
272,25.32,"east coast","noon",0.,0.07,1,3,"night owl","basketball",3,"sophomore"
273,43.12,"east coast","noon",0.79,0.,10,4,"night owl","baseball",6,"sophomore"
274,22.73,"east coast","noon",0.,0.48,6,10,"night owl","gymnastics",5,"sophomore"
275,32.44,"east coast","noon",0.2,0.6900000000000001,5,7,"night owl","martial arts",2,"sophomore"
276,28.46,"east coast","noon",0.05,0.06,5,4,"night owl","table tennis",2,"junior"
277,3.22,"east coast","noon",0.29,0.,1,3,"night owl","curling",7,"sophomore"
278,67.72,"east coast","noon",0.92,1.,3,8,"night owl","football",3,"senior"
279,45.68,"east coast","noon",0.89,0.4,7,7,"early bird","frisbee",4,"sophomore"
280,62.22,"east coast","noon",0.43,1.,10,7,"night owl","frisbee",3,"senior"
281,46.29,"west coast","evening",0.49,0.1,9,6,"night owl","curling",4,"frosh"
282,35.69,"west coast","evening",0.1,1.,2,2,"night owl","basketball",3,"junior"
283,20.61,"west coast","evening",0.,0.09,7,11,"early bird","curling",3,"senior"
284,38.76,"west coast","evening",0.78,0.,3,3,"night owl","curling",6,"frosh"
285,42.95,"west coast","evening",0.11,0.98,1,10,"night owl","basketball",3,"junior"
286,72.63,"west coast","evening",0.92,0.93,8,6,"night owl","football",6,"senior"
287,77.22,"west coast","evening",0.85,1.,8,1,"night owl","frisbee",5,"frosh"
288,47.86,"west coast","evening",0.43,0.9400000000000001,3,3,"night owl","table tennis",4,"junior"
289,55.08,"west coast","evening",0.77,0.45,7,8,"night owl","frisbee",5,"frosh"
290,28.05,"west coast","evening",0.23,0.13,0,0,"night owl","basketball",3,"sophomore"
291,49.78,"west coast","noon",0.85,0.88,0,12,"night owl","table tennis",4,"senior"
292,24.19,"west coast","noon",0.37,0.,4,6,"night owl","baseball",2,"junior"
293,44.15,"west coast","noon",1.,0.55,6,3,"early bird","football",4,"senior"
294,20.66,"west coast","noon",0.18,0.,6,5,"night owl","baseball",6,"sophomore"
295,46.29,"west coast","noon",0.51,0.87,9,5,"night owl","baseball",5,"senior"
296,31.34,"west coast","noon",0.43,0.64,1,8,"night owl","martial arts",4,"junior"
297,45.65,"west coast","noon",0.32,0.98,1,12,"early bird","frisbee",4,"sophomore"
298,51.22,"west coast","noon",0.85,0.47000000000000003,7,6,"early bird","martial arts",7,"sophomore"
299,63.,"west coast","noon",1.,1.,6,7,"night owl","football",7,"junior"
300,46.38,"west coast","noon",0.92,0.34,8,3,"early bird","baseball",4,"junior"
301,0.,"west coast","noon",0.05,0.75,1,4,"night owl","football",6,"sophomore"
302,0.,"west coast","noon",0.,0.28,3,0,"early bird","curling",2,"junior"
303,0.,"west coast","noon",0.34,0.,3,1,"early bird","frisbee",3,"frosh"
304,15.620000000000001,"west coast","noon",0.42,0.25,5,4,"night owl","frisbee",3,"junior"
305,40.84,"west coast","noon",0.52,0.93,7,6,"night owl","curling",7,"junior"
306,20.42,"west coast","noon",0.47000000000000003,0.28,3,7,"night owl","baseball",6,"frosh"
307,0.,"west coast","noon",0.34,0.07,2,2,"night owl","gymnastics",4,"sophomore"
308,1.2,"west coast","noon",0.08,0.,3,5,"early bird","frisbee",3,"junior"
309,0.,"west coast","noon",0.,0.32,4,3,"night owl","curling",5,"junior"
310,0.,"west coast","noon",0.02,0.87,5,12,"early bird","football",2,"senior"
311,0.,"west coast","noon",0.,0.06,3,4,"night owl","baseball",4,"junior"
312,19.39,"west coast","noon",0.19,0.63,1,4,"night owl","martial arts",4,"junior"
313,36.35,"west coast","noon",1.,0.05,0,12,"night owl","martial arts",5,"frosh"
314,30.650000000000002,"west coast","noon",0.,0.03,7,6,"night owl","curling",2,"sophomore"
315,0.52,"west coast","noon",0.,0.22,5,2,"night owl","frisbee",4,"sophomore"
316,15.83,"west coast","noon",0.62,0.,6,5,"night owl","football",4,"sophomore"
317,0.,"west coast","noon",0.01,0.,1,6,"night owl","table tennis",3,"junior"
318,25.330000000000002,"west coast","noon",1.,0.,7,5,"night owl","baseball",5,"frosh"
319,21.8,"west coast","noon",0.76,0.11,1,1,"night owl","martial arts",3,"sophomore"
320,75.,"west coast","noon",1.,1.,7,4,"early bird","frisbee",7,"frosh"
