"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
63,22.990000000000002,"west coast","noon",0.,0.09,7,9,"night owl","curling",3,"junior"
64,50.31,"west coast","noon",0.65,0.76,7,11,"night owl","martial arts",2,"junior"
65,0.,"west coast","noon",0.,0.1,2,3,"night owl","football",4,"junior"
66,80.41,"west coast","noon",0.88,1.,10,6,"night owl","table tennis",1,"junior"
67,14.450000000000001,"west coast","noon",0.12,0.8,1,1,"night owl","football",6,"sophomore"
68,34.75,"west coast","noon",1.,0.05,5,12,"night owl","gymnastics",4,"junior"
69,66.43,"west coast","noon",0.77,0.99,9,9,"night owl","football",5,"junior"
70,32.160000000000004,"west coast","noon",1.,0.3,5,1,"night owl","gymnastics",3,"sophomore"
71,44.77,"west coast","noon",0.,0.,9,4,"night owl","curling",1,"junior"
72,44.39,"west coast","noon",0.19,0.01,7,0,"early bird","curling",3,"junior"
73,17.14,"west coast","noon",0.21,0.86,5,0,"night owl","table tennis",4,"sophomore"
74,66.92,"west coast","noon",0.91,0.76,10,12,"early bird","football",5,"sophomore"
75,41.660000000000004,"west coast","noon",1.,0.6,3,0,"night owl","football",5,"sophomore"
76,23.51,"west coast","noon",0.49,0.01,6,3,"night owl","baseball",4,"junior"
77,50.9,"west coast","noon",0.97,0.02,7,6,"night owl","baseball",2,"senior"
78,52.07,"west coast","noon",0.99,0.07,7,5,"night owl","curling",6,"junior"
79,29.82,"west coast","noon",0.,0.01,4,5,"night owl","football",3,"junior"
80,31.64,"west coast","noon",0.18,0.,5,5,"night owl","curling",5,"sophomore"
81,27.89,"west coast","morning",0.5700000000000001,0.62,10,1,"night owl","curling",3,"senior"
82,32.45,"west coast","morning",0.93,0.,4,5,"night owl","martial arts",4,"sophomore"
83,68.03,"west coast","morning",1.,1.,4,6,"night owl","martial arts",6,"sophomore"
84,21.75,"west coast","morning",0.98,0.01,2,4,"night owl","martial arts",4,"sophomore"
85,32.44,"west coast","morning",0.1,0.,9,8,"night owl","curling",4,"senior"
86,70.87,"west coast","morning",1.,0.75,10,12,"night owl","martial arts",3,"sophomore"
87,34.1,"west coast","morning",0.65,0.,4,8,"night owl","baseball",4,"senior"
88,43.19,"west coast","morning",0.86,0.8200000000000001,4,4,"night owl","football",3,"senior"
89,71.97,"west coast","morning",0.53,1.,10,6,"night owl","basketball",3,"sophomore"
90,50.44,"west coast","morning",0.76,0.26,9,8,"night owl","frisbee",2,"senior"
91,55.59,"west coast","noon",0.99,1.,3,10,"night owl","baseball",6,"junior"
92,61.4,"west coast","noon",0.9500000000000001,0.9500000000000001,4,6,"early bird","basketball",3,"senior"
93,31.060000000000002,"west coast","noon",1.,0.21,1,2,"night owl","curling",6,"frosh"
94,7.09,"west coast","noon",0.44,0.11,5,2,"night owl","football",6,"junior"
95,42.94,"west coast","noon",1.,0.19,2,12,"night owl","curling",3,"senior"
96,76.15,"west coast","noon",0.96,1.,5,5,"night owl","martial arts",3,"junior"
97,32.18,"west coast","noon",0.92,0.,6,3,"night owl","martial arts",4,"frosh"
98,40.56,"west coast","noon",0.76,0.68,2,8,"early bird","curling",4,"senior"
99,32.24,"west coast","noon",0.,0.11,10,9,"night owl","table tennis",1,"senior"
100,57.96,"west coast","noon",0.87,0.92,8,8,"night owl","gymnastics",5,"sophomore"
101,44.730000000000004,"west coast","noon",0.02,0.,9,9,"night owl","baseball",4,"frosh"
102,69.4,"west coast","noon",1.,0.89,7,7,"night owl","martial arts",3,"sophomore"
103,42.97,"west coast","noon",0.24,0.64,7,9,"early bird","curling",4,"junior"
104,66.01,"west coast","noon",0.98,0.81,8,10,"night owl","table tennis",2,"senior"
105,43.79,"west coast","noon",0.93,0.08,1,7,"night owl","baseball",5,"junior"
106,41.95,"west coast","noon",0.89,0.1,2,1,"night owl","frisbee",3,"junior"
107,58.36,"west coast","noon",0.49,0.85,4,10,"night owl","football",3,"junior"
108,37.89,"west coast","noon",0.13,0.86,7,7,"night owl","frisbee",4,"junior"
109,34.7,"west coast","noon",0.,0.28,6,4,"night owl","baseball",5,"sophomore"
110,35.75,"west coast","noon",0.6900000000000001,0.04,5,0,"night owl","baseball",3,"sophomore"
111,14.65,"west coast","noon",0.13,0.84,5,6,"night owl","table tennis",3,"sophomore"
112,28.03,"west coast","noon",0.1,0.,4,10,"night owl","table tennis",2,"sophomore"
113,60.72,"west coast","noon",1.,0.88,10,3,"night owl","gymnastics",5,"sophomore"
114,0.,"west coast","noon",0.,0.19,2,8,"night owl","martial arts",3,"junior"
115,14.36,"west coast","noon",0.22,0.,1,4,"early bird","baseball",3,"junior"
116,5.4,"west coast","noon",0.14,0.23,2,4,"night owl","football",2,"junior"
117,17.7,"west coast","noon",0.,0.34,7,3,"night owl","martial arts",3,"frosh"
118,38.92,"west coast","noon",0.01,0.91,5,10,"night owl","basketball",2,"senior"
119,30.580000000000002,"west coast","noon",0.6,0.46,7,1,"night owl","baseball",5,"junior"
120,34.64,"west coast","noon",1.,0.72,1,2,"night owl","table tennis",4,"sophomore"
121,31.42,"west coast","evening",0.05,0.96,3,8,"early bird","football",3,"senior"
122,73.61,"west coast","evening",1.,0.98,1,2,"night owl","frisbee",4,"junior"
123,38.54,"west coast","evening",0.,0.45,0,1,"night owl","basketball",5,"frosh"
124,74.58,"west coast","evening",0.6900000000000001,1.,9,3,"night owl","gymnastics",5,"frosh"
125,39.04,"west coast","evening",1.,0.15,2,9,"night owl","table tennis",6,"junior"
126,69.31,"west coast","evening",0.75,0.92,6,10,"early bird","basketball",3,"senior"
127,37.64,"west coast","evening",0.,0.,5,7,"night owl","martial arts",3,"junior"
128,32.74,"west coast","evening",0.4,0.06,4,4,"night owl","curling",3,"junior"
129,79.71000000000001,"west coast","evening",1.,0.87,10,9,"night owl","martial arts",8,"junior"
130,4.44,"west coast","evening",0.,0.37,0,0,"night owl","curling",6,"frosh"
131,73.17,"west coast","noon",1.,0.99,5,10,"night owl","basketball",3,"junior"
132,55.88,"west coast","noon",0.13,1.,9,8,"night owl","frisbee",2,"junior"
133,44.4,"west coast","noon",0.19,0.92,0,10,"night owl","frisbee",4,"senior"
134,24.47,"west coast","noon",0.,0.24,3,7,"night owl","football",3,"junior"
135,32.44,"west coast","noon",0.65,0.,8,9,"night owl","baseball",4,"sophomore"
136,24.810000000000002,"west coast","noon",0.,0.,0,5,"night owl","martial arts",7,"sophomore"
137,58.17,"west coast","noon",0.78,0.89,9,8,"early bird","baseball",4,"senior"
138,66.33,"west coast","noon",0.86,0.74,8,7,"night owl","martial arts",4,"senior"
139,26.23,"west coast","noon",0.86,0.,4,9,"night owl","baseball",5,"sophomore"
140,44.11,"west coast","noon",1.,0.18,10,11,"night owl","baseball",6,"frosh"
141,34.,"west coast","noon",0.16,0.04,3,4,"night owl","football",3,"junior"
142,38.19,"west coast","noon",0.03,0.08,5,7,"early bird","martial arts",2,"frosh"
143,83.38,"west coast","noon",1.,1.,9,4,"early bird","baseball",3,"frosh"
144,70.22,"west coast","noon",1.,0.97,5,9,"night owl","table tennis",3,"senior"
145,54.410000000000004,"west coast","noon",0.06,1.,5,10,"night owl","baseball",3,"senior"
146,48.4,"west coast","noon",0.08,1.,8,6,"night owl","frisbee",2,"senior"
147,62.34,"west coast","noon",0.28,0.17,0,6,"night owl","table tennis",3,"senior"
148,42.93,"west coast","noon",0.21,1.,4,4,"night owl","football",3,"sophomore"
149,42.06,"west coast","noon",0.26,0.,1,0,"night owl","table tennis",3,"frosh"
150,46.37,"west coast","noon",0.07,0.65,4,10,"early bird","baseball",3,"junior"
151,39.93,"west coast","morning",0.99,0.,8,11,"night owl","table tennis",5,"junior"
152,51.22,"west coast","morning",0.31,1.,5,0,"night owl","gymnastics",5,"sophomore"
153,37.71,"west coast","morning",0.55,0.,9,0,"early bird","baseball",3,"junior"
154,40.44,"west coast","morning",0.88,0.06,7,1,"night owl","curling",4,"sophomore"
155,45.45,"west coast","morning",0.68,0.,6,12,"early bird","table tennis",3,"sophomore"
156,49.21,"west coast","morning",0.9400000000000001,0.,6,8,"night owl","baseball",3,"senior"
157,40.800000000000004,"west coast","morning",0.02,1.,3,12,"early bird","gymnastics",5,"sophomore"
158,46.660000000000004,"west coast","morning",0.,0.42,5,3,"night owl","martial arts",3,"sophomore"
159,34.43,"west coast","morning",0.3,0.9,8,6,"night owl","baseball",6,"junior"
160,45.7,"west coast","morning",0.01,0.1,8,6,"night owl","curling",4,"sophomore"
161,27.52,"west coast","noon",0.,0.9500000000000001,6,9,"night owl","frisbee",2,"senior"
162,35.67,"west coast","noon",0.,0.,10,10,"night owl","football",3,"sophomore"
163,28.52,"west coast","noon",0.,1.,1,0,"night owl","frisbee",4,"frosh"
164,61.21,"west coast","noon",0.91,0.67,9,9,"night owl","table tennis",3,"sophomore"
165,0.,"west coast","noon",0.03,0.32,4,4,"night owl","curling",5,"frosh"
166,17.81,"west coast","noon",0.,0.91,7,9,"night owl","gymnastics",3,"senior"
167,38.29,"west coast","noon",0.74,0.1,1,8,"night owl","table tennis",3,"sophomore"
168,50.83,"west coast","noon",0.9,0.86,0,2,"early bird","martial arts",2,"junior"
169,37.68,"west coast","noon",0.98,0.,4,8,"early bird","gymnastics",3,"senior"
170,40.49,"west coast","noon",0.99,0.02,5,12,"early bird","curling",5,"junior"
171,59.28,"west coast","noon",0.9400000000000001,0.8,7,3,"night owl","frisbee",3,"frosh"
172,45.35,"west coast","noon",0.92,0.68,1,0,"night owl","martial arts",3,"junior"
173,39.37,"west coast","noon",0.21,0.8,10,6,"night owl","football",3,"senior"
174,31.23,"west coast","noon",0.,1.,3,7,"night owl","frisbee",4,"sophomore"
175,0.,"west coast","noon",0.3,0.18,3,2,"early bird","football",4,"sophomore"
176,23.75,"west coast","noon",0.08,1.,6,3,"night owl","curling",5,"frosh"
177,28.900000000000002,"west coast","noon",1.,0.04,4,0,"early bird","martial arts",4,"sophomore"
178,61.21,"west coast","noon",1.,0.93,1,4,"night owl","curling",4,"senior"
179,0.,"west coast","noon",0.09,0.34,1,8,"night owl","table tennis",3,"junior"
180,73.75,"west coast","noon",0.86,1.,7,10,"night owl","frisbee",7,"sophomore"
181,21.76,"west coast","evening",0.38,0.26,2,5,"night owl","football",2,"junior"
182,12.8,"west coast","evening",1.,0.02,6,9,"early bird","baseball",6,"senior"
183,71.46000000000001,"west coast","evening",0.77,1.,2,3,"night owl","frisbee",3,"senior"
184,9.21,"west coast","evening",0.27,0.,5,12,"night owl","football",3,"junior"
185,49.63,"west coast","evening",0.97,0.,9,11,"night owl","martial arts",3,"junior"
186,37.83,"west coast","evening",0.88,0.,8,5,"night owl","curling",3,"junior"
187,32.86,"west coast","evening",0.99,0.15,2,0,"night owl","basketball",1,"junior"
188,15.14,"west coast","evening",0.03,0.,10,4,"night owl","curling",5,"sophomore"
189,24.150000000000002,"west coast","evening",0.47000000000000003,0.,3,7,"night owl","baseball",5,"frosh"
190,61.660000000000004,"west coast","evening",0.93,0.84,8,10,"night owl","curling",6,"junior"
191,52.870000000000005,"west coast","noon",0.81,1.,0,2,"night owl","table tennis",6,"junior"
192,12.59,"west coast","noon",0.33,0.28,4,7,"night owl","frisbee",6,"junior"
193,29.17,"west coast","noon",0.67,0.,6,6,"night owl","football",2,"senior"
194,68.42,"west coast","noon",0.96,1.,6,10,"early bird","table tennis",2,"senior"
195,0.8200000000000001,"west coast","noon",0.43,0.39,6,9,"night owl","football",5,"sophomore"
196,39.08,"west coast","noon",0.21,0.98,4,11,"night owl","martial arts",3,"senior"
197,62.42,"west coast","noon",1.,0.91,9,12,"night owl","table tennis",4,"junior"
198,40.19,"west coast","noon",0.36,1.,1,5,"night owl","table tennis",3,"sophomore"
199,0.,"west coast","noon",0.96,0.3,1,1,"night owl","football",6,"sophomore"
200,12.870000000000001,"west coast","noon",0.03,0.,7,7,"night owl","football",2,"sophomore"
201,76.83,"west coast","evening",0.91,1.,9,11,"early bird","frisbee",5,"senior"
202,62.660000000000004,"west coast","evening",0.96,0.41000000000000003,8,12,"night owl","martial arts",4,"junior"
203,25.740000000000002,"west coast","evening",0.01,0.12,9,8,"night owl","table tennis",5,"frosh"
204,33.2,"west coast","evening",0.09,0.,4,0,"night owl","martial arts",4,"sophomore"
205,46.39,"west coast","evening",0.98,0.17,2,4,"night owl","table tennis",3,"sophomore"
206,36.22,"west coast","evening",1.,0.04,3,8,"night owl","gymnastics",4,"junior"
207,32.03,"west coast","evening",0.98,0.,7,6,"night owl","gymnastics",6,"frosh"
208,10.27,"west coast","evening",0.38,0.,5,11,"night owl","curling",4,"sophomore"
209,19.68,"west coast","evening",0.84,0.01,0,3,"night owl","football",5,"junior"
210,14.69,"west coast","evening",0.,0.,0,2,"night owl","table tennis",3,"sophomore"
211,27.37,"west coast","noon",0.,1.,0,1,"night owl","basketball",3,"senior"
212,25.47,"west coast","noon",0.48,0.68,1,2,"night owl","basketball",3,"sophomore"
213,13.51,"west coast","noon",0.59,0.18,1,5,"night owl","baseball",4,"frosh"
214,55.24,"west coast","noon",0.9500000000000001,0.8200000000000001,6,3,"night owl","baseball",4,"frosh"
215,37.52,"west coast","noon",0.13,0.05,5,5,"night owl","basketball",3,"sophomore"
216,31.44,"west coast","noon",0.,0.08,4,5,"night owl","table tennis",3,"sophomore"
217,29.25,"west coast","noon",1.,0.,9,2,"night owl","gymnastics",5,"frosh"
218,36.64,"west coast","noon",0.05,0.11,2,3,"night owl","baseball",4,"junior"
219,6.69,"west coast","noon",0.15,0.06,4,8,"night owl","curling",6,"frosh"
220,43.88,"west coast","noon",1.,0.6,3,9,"night owl","baseball",3,"senior"
221,23.85,"west coast","noon",0.,0.96,0,4,"night owl","baseball",3,"sophomore"
222,26.400000000000002,"west coast","noon",0.,0.86,3,1,"night owl","football",3,"sophomore"
223,39.08,"west coast","noon",1.,0.,5,2,"early bird","curling",2,"junior"
224,26.86,"west coast","noon",0.,0.92,5,11,"night owl","table tennis",3,"junior"
225,34.31,"west coast","noon",0.23,0.29,9,4,"night owl","basketball",2,"sophomore"
226,58.45,"west coast","noon",0.9400000000000001,0.92,5,11,"night owl","table tennis",6,"senior"
227,29.64,"west coast","noon",0.,0.97,5,10,"early bird","martial arts",5,"sophomore"
228,67.65,"west coast","noon",0.86,0.9500000000000001,10,5,"night owl","table tennis",4,"senior"
229,42.51,"west coast","noon",0.5,0.,8,4,"night owl","curling",3,"sophomore"
230,13.86,"west coast","noon",0.,0.22,1,2,"night owl","football",5,"sophomore"
231,42.35,"west coast","evening",0.85,0.19,5,11,"night owl","table tennis",3,"senior"
232,8.52,"west coast","evening",0.16,0.04,4,12,"night owl","baseball",5,"junior"
233,43.300000000000004,"west coast","evening",0.29,0.97,7,12,"night owl","gymnastics",5,"senior"
234,8.950000000000001,"west coast","evening",0.,0.13,1,0,"night owl","football",5,"sophomore"
235,70.73,"west coast","evening",0.79,0.97,6,11,"night owl","basketball",5,"junior"
236,85.32000000000001,"west coast","evening",1.,1.,6,11,"night owl","frisbee",4,"sophomore"
237,46.7,"west coast","evening",0.79,0.28,5,11,"night owl","curling",3,"sophomore"
238,25.21,"west coast","evening",0.,0.44,7,7,"night owl","curling",3,"junior"
239,44.93,"west coast","evening",0.97,0.,6,5,"night owl","curling",4,"senior"
240,72.75,"west coast","evening",0.71,1.,3,0,"night owl","martial arts",3,"junior"
241,35.75,"west coast","noon",0.4,0.54,6,2,"night owl","martial arts",4,"junior"
242,33.230000000000004,"west coast","noon",0.75,0.73,3,1,"night owl","martial arts",5,"frosh"
243,41.97,"west coast","noon",0.6900000000000001,0.3,8,9,"night owl","football",5,"sophomore"
244,26.060000000000002,"west coast","noon",0.,0.71,5,6,"night owl","football",3,"junior"
245,32.,"west coast","noon",0.26,0.92,10,11,"night owl","curling",2,"junior"
246,15.06,"west coast","noon",0.81,0.23,0,0,"night owl","martial arts",5,"frosh"
247,22.79,"west coast","noon",0.,1.,1,2,"night owl","curling",5,"frosh"
248,61.370000000000005,"west coast","noon",1.,0.78,7,9,"night owl","basketball",3,"junior"
249,8.32,"west coast","noon",0.,0.49,7,12,"night owl","table tennis",5,"frosh"
250,72.32000000000001,"west coast","noon",0.99,1.,1,10,"night owl","gymnastics",1,"senior"
251,31.57,"west coast","noon",0.3,0.,5,6,"night owl","curling",3,"sophomore"
252,42.730000000000004,"west coast","noon",0.,1.,3,1,"night owl","baseball",3,"senior"
253,80.12,"west coast","noon",1.,1.,4,5,"early bird","frisbee",1,"senior"
254,33.62,"west coast","noon",0.44,0.67,2,11,"night owl","martial arts",3,"senior"
255,47.61,"west coast","noon",0.92,0.28,4,5,"night owl","martial arts",4,"frosh"
256,52.77,"west coast","noon",0.85,0.,10,7,"night owl","table tennis",3,"junior"
257,33.980000000000004,"west coast","noon",0.11,0.8300000000000001,5,0,"night owl","frisbee",3,"senior"
258,37.5,"west coast","noon",0.,1.,0,1,"night owl","basketball",4,"sophomore"
259,39.79,"west coast","noon",0.12,1.,4,0,"night owl","martial arts",2,"senior"
260,28.6,"west coast","noon",0.06,0.8200000000000001,4,6,"night owl","frisbee",3,"senior"
261,12.72,"west coast","noon",0.32,0.86,3,4,"night owl","curling",2,"senior"
262,67.1,"west coast","noon",1.,1.,7,10,"night owl","baseball",3,"senior"
263,35.85,"west coast","noon",0.74,0.39,10,4,"early bird","table tennis",5,"sophomore"
264,67.69,"west coast","noon",0.8300000000000001,1.,6,11,"night owl","martial arts",3,"junior"
265,0.,"west coast","noon",0.,0.28,3,1,"early bird","gymnastics",1,"sophomore"
266,4.2,"west coast","noon",1.,0.06,7,0,"night owl","gymnastics",6,"frosh"
267,0.,"west coast","noon",0.01,0.8200000000000001,4,5,"night owl","baseball",5,"sophomore"
268,72.84,"west coast","noon",1.,1.,8,12,"night owl","table tennis",3,"senior"
269,64.69,"west coast","noon",1.,0.78,10,12,"night owl","martial arts",4,"senior"
270,56.47,"west coast","noon",0.96,0.96,7,12,"night owl","curling",4,"junior"
271,69.74,"west coast","morning",0.9500000000000001,1.,2,9,"night owl","martial arts",3,"sophomore"
272,17.85,"west coast","morning",0.17,0.15,2,7,"night owl","basketball",3,"sophomore"
273,42.37,"west coast","morning",0.85,0.59,9,1,"night owl","baseball",6,"sophomore"
274,10.77,"west coast","morning",0.21,1.,2,10,"night owl","gymnastics",5,"sophomore"
275,32.77,"west coast","morning",0.42,0.41000000000000003,7,6,"night owl","martial arts",2,"junior"
276,7.5600000000000005,"west coast","morning",0.59,0.,4,3,"night owl","table tennis",2,"junior"
277,10.75,"west coast","morning",0.2,0.15,1,7,"night owl","curling",7,"sophomore"
278,31.2,"west coast","morning",0.98,0.05,10,12,"night owl","football",3,"senior"
279,52.870000000000005,"west coast","morning",0.76,0.07,8,12,"early bird","frisbee",4,"sophomore"
280,20.79,"west coast","morning",0.,0.87,9,9,"night owl","frisbee",3,"senior"
281,44.44,"west coast","evening",0.73,0.12,9,7,"night owl","curling",4,"frosh"
282,42.63,"west coast","evening",0.,1.,7,2,"night owl","basketball",3,"junior"
283,28.04,"west coast","evening",0.05,0.05,10,12,"early bird","curling",3,"senior"
284,34.13,"west coast","evening",0.92,0.,2,4,"night owl","curling",6,"frosh"
285,33.63,"west coast","evening",0.15,0.84,2,8,"night owl","basketball",3,"junior"
286,71.24,"west coast","evening",1.,1.,5,6,"night owl","football",6,"senior"
287,52.38,"west coast","evening",0.9400000000000001,0.71,5,1,"night owl","frisbee",5,"frosh"
288,34.46,"west coast","evening",1.,0.55,0,0,"night owl","table tennis",4,"junior"
289,43.1,"west coast","evening",0.61,0.34,6,5,"night owl","frisbee",5,"frosh"
290,34.82,"west coast","evening",0.,1.,2,0,"night owl","basketball",3,"sophomore"
291,27.62,"west coast","noon",0.28,1.,4,8,"night owl","table tennis",4,"senior"
292,0.,"west coast","noon",0.,0.,4,6,"night owl","baseball",2,"senior"
293,33.51,"west coast","noon",1.,0.72,5,2,"early bird","football",4,"senior"
294,0.,"west coast","noon",0.15,0.,4,10,"night owl","baseball",6,"sophomore"
295,58.15,"west coast","noon",0.9500000000000001,1.,8,0,"night owl","baseball",5,"senior"
296,23.61,"west coast","noon",0.1,0.,4,8,"night owl","martial arts",4,"junior"
297,1.72,"west coast","noon",0.01,0.39,6,12,"early bird","frisbee",4,"sophomore"
298,41.11,"west coast","noon",1.,0.64,4,3,"early bird","martial arts",7,"sophomore"
299,55.620000000000005,"west coast","noon",0.87,0.96,8,9,"night owl","football",7,"junior"
300,56.19,"west coast","noon",0.99,0.92,9,1,"early bird","baseball",4,"junior"
301,0.,"west coast","noon",0.,0.,0,3,"night owl","football",6,"sophomore"
302,26.900000000000002,"west coast","noon",0.97,0.45,1,2,"early bird","curling",2,"junior"
303,17.97,"west coast","noon",0.,0.06,2,4,"early bird","frisbee",3,"frosh"
304,18.98,"west coast","noon",0.09,0.31,9,2,"night owl","frisbee",3,"junior"
305,0.,"west coast","noon",0.,0.71,7,1,"night owl","curling",7,"junior"
306,64.56,"west coast","noon",1.,1.,6,5,"night owl","baseball",6,"frosh"
307,0.,"west coast","noon",0.04,0.04,4,4,"night owl","gymnastics",4,"sophomore"
308,27.66,"west coast","noon",0.,0.61,1,7,"early bird","frisbee",3,"junior"
309,28.44,"west coast","noon",0.5,0.59,8,9,"night owl","curling",5,"junior"
310,62.77,"west coast","noon",1.,0.97,2,12,"early bird","football",2,"senior"
311,0.,"west coast","evening",0.,0.12,3,3,"night owl","baseball",4,"junior"
312,43.93,"west coast","evening",0.08,0.8300000000000001,4,5,"night owl","martial arts",4,"junior"
313,67.91,"west coast","evening",0.8300000000000001,1.,0,11,"night owl","martial arts",5,"frosh"
314,34.410000000000004,"west coast","evening",0.,0.07,8,8,"night owl","curling",2,"sophomore"
315,28.95,"west coast","evening",0.02,0.92,1,2,"night owl","frisbee",4,"sophomore"
316,4.9,"west coast","evening",0.32,0.46,5,4,"night owl","football",4,"sophomore"
317,23.6,"west coast","evening",0.38,0.15,1,8,"night owl","table tennis",3,"junior"
318,26.19,"west coast","evening",0.08,0.17,3,2,"night owl","baseball",5,"frosh"
319,39.93,"west coast","evening",0.9400000000000001,0.,0,5,"night owl","martial arts",3,"sophomore"
